,sentences
5162,"From Day 3 after the transplant to the end of the trial, 24 of the 27 patients had serious adverse events."
5163,The table below shows the most common serious adverse events that happened to at least 15% of all patients from Day 3 to the end of the trial.
5165,Most common serious adverse events from Day 3 to end of the trial Serious adverse event Single-unit transplant (Out of 9 patients) Double-unit transplant (Out of 18 patients) Total (Out of 27 patients) Acute graft versus host disease (when the transplanted stem cells attack the body soon after the transplant) 5 (55.6%) 10 (55.6%) 15 (55.6%) Bleeding in the lungs 2 (22.2%) 4 (22.2%) 6 (22.2%) Sudden kidney failure 0 (0.0%) 5 (27.8%) 5 (18.5%) What were the most common adverse events?
5167,The table below shows the most common adverse events that happened to at least 15% of all patients in the first 48 hours after getting HSC835.
5169,Most common adverse events in the first 48 hours after getting HSC835 Adverse event Single-unit transplant (Out of 9 patients) Double-unit transplant (Out of 18 patients) Total (Out of 27 patients) High blood pressure 6 (66.7%) 7 (38.9%) 13 (48.1%) Decreased appetite 3 (33.3%) 6 (33.3%) 9 (33.3%) Headache 4 (44.4%) 5 (27.8%) 9 (33.3%) Fever and low number of white blood cells 1 (11.1%) 7 (38.9%) 8 (29.6%) Nausea 2 (22.2%) 3 (16.7%) 5 (18.5%) 7 Clinical Trial Results More adverse events happened from Day 3 to the end of the trial than in the first 48 hours after getting HSC835.
5170,The most common adverse event that happened from Day 3 to the end of the trial was painful sores in the mouth.
5171,The table below shows the adverse events that happened to at least 25% of all patients from Day 3 to the end of the trial.
5173,"Most common adverse events from Day 3 to end of the trial Adverse event Single-unit transplant (Out of 9 patients) Double-unit transplant (Out of 18 patients) Total (Out of 27 patients) Painful sores in the mouth 8 (88.9%) 10 (55.6%) 18 (66.7%) Acute graft versus host disease 5 (55.6%) 10 (55.6%) 15 (55.6%) Fever and low white blood cell count 4 (44.4%) 10 (55.6%) 14 (51.9%) Blood infection due to Staphylococcus aureus bacteria 4 (44.4%) 6 (33.3%) 10 (37.0%) Infection due to BK virus 3 (33.3%) 6 (33.3%) 9 (33.3%) Decreased appetite 2 (22.2%) 7 (38.9%) 9 (33.3%) Too much fluid in the blood 3 (33.3%) 5 (27.8%) 8 (29.6%) Blood infection due to cytomegalovirus 0 (0.0%) 7 (38.9%) 7 (25.9%) For more information about the adverse events in this trial, please refer to the full scientific summary of the results available on the Novartis Clinical Trial Results website (www.novctrd.com)."
5179,"CISCRP One Liberty Square, Suite 510 Boston, MA 02109 1-877-MED-HERO www.ciscrp.org Where can patients learn more about this trial?"
5184,"After agreeing to enter the Novartis website, type CHSC835X2201 into the keyword search box and click Search ."
5187,National Clinical Trial # NCT01474681
5191,Thank you for taking part in the clinical trial for the drug secukinumab.
5192,You helped researchers learn more about how secukinumab works in people with chronic plaque psoriasis that affects their scalp.
5193,"Novartis, the sponsor of this trial, thanks you for your help and wants you to know the results of your trial."
5197,Clinical Trial Results Research Sponsor: Novartis Drug Studied: Secukinumab National Clinical Trial #: NCT02267135 Protocol #: CAIN457AUS01 Trial Date: September 2014 to December 2015 Short Trial Title: A trial to test if secukinumab helps improve scalp psoriasis and is safe to use 2 Clinical Trial Results What s happened since the trial ended?
5198,This trial started in September 2014 and ended in December 2015.
5199,You were in this trial for about 6 months.
5200,"However, the entire trial took a little over 1 year to complete."
5201,The trial included 102 participants from 17 sites in the United States.
5202,When the trial ended the sponsor reviewed the data and created a report of the results.
5205,Researchers were looking for a better way to treat plaque psoriasis on the scalp.
5206,Researchers wanted to see if a drug called secukinumab was safe to use and if it helped minimize psoriasis on your scalp.
5207,Researchers compared secukinumab with a placebo.
5209,The main questions researchers asked were: Did secukinumab help treat psoriasis on the scalp better than a placebo?
5210,Did secukinumab help in other ways?
5211,Did participants have medical problems during the trial?
5213,All participants in this trial were between 18 and 69 years old.
5214,All had moderate to severe plaque psoriasis on their scalps for at least 6 months before entering this trial.
5217,"That means none of the participants, doctors, or staff knew what treatment each participant received."
5218,"When the trial ended, the research sponsor found out which treatment participants had got so they could report the trial s results."
5220,Trial doctors did a full checkup of all participants.
5221,"Some participants were already taking medications to treat their psoriasis, and those individuals were asked to slowly stop taking any medicine that would make it more difficult to test secukinumab."
5223,Part 1 lasted 12 weeks.
5224,"Participants were randomly assigned, like flipping a coin, to take either 300 milligrams (mg) of secukinumab or a placebo."
5225,Participants went to a doctor s office and were injected with the medicine or the placebo into their skin.
5226,"At Week 12, participants returned to the doctor s office to record if their scalp psoriasis had improved or not improved."
5227,Part 2 also lasted 12 weeks.
5228,"In Part 2, all participants from Week 12 received the same number of shots (5 weekly injections and then once every 4 weeks)."
5229,"Participants who received placebo in Part 1, and whose scalp psoriasis did not improve enough after Part 1, were injected with secukinumab until the end of the trial."
5230,"Participants who received placebo in Part 1, and whose scalp psoriasis did improve enough after Part 1, were injected with placebo until the end of the trial."
5231,Participants who received secukinumab in Part 1 received secukinumab every 4 weeks until the end of the trial.
5232,"In addition, from Week 13 to Week 15, those participants also received weekly placebo shots."
5233,This was done so that both participants and study doctors did not know which treatment they were receiving (because everyone got the same number of shots).
5234,This did not impact the way secukinumab worked.
5235,4 Clinical Trial Results The chart below shows how long the trial lasted and what treatments participants got.
5236,What Happened During the Trial?
5237,"0 4 16 28 In Part 1, participants were randomly assigned to recieve either secukinumab or placebo."
5238,"In Part 2, participants from the Part 1 placebo group could be switched to secukinumab or could continue to stay on the placebo depending on whether their psoriasis improved or not during Part 1."
5239,"Screening Period Part 1 Part 2 4 weeks 12 weeks 12 weeks Secukinumab 300 mg = 5 weekly shots, then every 4 weeks Secukinumab 300 mg = Monthly except 3 placebo shots Placebo = 5 weekly shots, then every 4 weeks Placebo = 5 weekly shots, then every 4 weeks Secukinumab 300 mg = 5 weekly shots, then every 4 weeks Part 1 of the trial enrolled 102 participants."
5240,97 participants completed treatment.
5241,97 participants continued into Part 2 of the trial.
5242,92 participants completed treatment.
5244,This is a summary of the overall results and may not be the same for all participants.
5245,Researchers look at results of many studies to decide which drugs work best and are safer for participants.
5248,You should not change your treatment based on the results of a single trial without first talking to your doctor.
5249,5 Clinical Trial Results Did secukinumab help treat psoriasis on the scalp better than a placebo?
5252,One test was called the Psoriasis Scalp Severity Index (PSSI).
5253,"The PSSI measures the severity of your psoriasis, and your score was compared before you started the trial and again after 12 weeks of treatment."
5254,Researchers wanted to learn how many participants had at least 90% improvement of their scalp psoriasis after 12 weeks of treatment.
5255,"Another test was called the Investigator s Global Assessment, or IGA."
5256,"It measured the severity of your scalp s psoriasis on a scale of 0 to 4, where 0 meant no sign of psoriasis, 1 meant almost no psoriasis, and 4 meant the psoriasis was severe."
5257,Researchers wanted to learn how many participants had no sign or almost no sign of psoriasis after 12 weeks of treatment.
5258,The table below shows the PSSI and IGA results for participants in each group.
5259,Relief of Psoriasis Symptoms after 12 Weeks of Treatment in Part 1 Treatment Groups Secukinumab 300 mg (out of 51 participants) Placebo (out of 51 participants) Psoriasis Scalp Severity Index (PSSI) Test Participants with 90% improvement in scalp psoriasis 27 (53%) 1 (2%) Investigator s Global Assessment (IGA) Test Participants with no or almost no signs of psoriasis 29 (57%) 3 (6%) Did secukinumab help in other ways?
5261,Participants answered questions about their quality of life and psoriasis symptoms during the trial.
5262,"Researchers found that participants who got secukinumab reported less itching, pain, and scaling at the end of Part 1 than participants receiving the placebo."
5263,6 Clinical Trial Results Did participants have medical problems during the trial?
5264,Some participants did.
5265,"A lot of research is needed to know whether a drug causes a medical problem, or adverse event. An adverse event is any sign or symptom that may or may not have been caused by the trial drug."
5268,"52 participants (51%) had adverse events in Part 1 39 participants (40%) had adverse events in Part 2 2 participants (2%) left the trial because of adverse events during Part 2 The table below shows how many participants had adverse events, how many had serious adverse events, and how many left the trial early due to an adverse event."
5269,Adverse Events in this Trial Part 1 Part 2 Secukinumab 300 mg (out of 51 participants) Placebo (out of 51 participants) Secukinumab 300 mg (out of 50 participants) Placebo/ Secukinumab 300 mg (out of 46 participants) Placebo / Placebo (1 out of 1 participants) How many participants had adverse events?
5270,27 (53%) 25 (49%) 21 (42%) 18 (39%) 0 (0%) How many participants had serious adverse events?
5271,0 (0%) 1 (2%) 0 (0%) 0 (0%) 0 (0%) How many participants left the trial due to an adverse event?
5272,0 (0%) 0 (0%) 2 (4%) 0 (0%) 0 (0%) Most Common adverse events: Common cold 3 (6%) 1 (2%) -- --- --- Most Common adverse events: Skin rash caused by touching something 3 (6%) 2 (4%) --- -- --- Most Common adverse events: Diarrhea --- --- 0 (0%) 3 (7%) 0 (0%) 7 Clinical Trial Results How many participants had serious adverse events during the trial?
5273,"An adverse event is called serious when it is life threatening, causes lasting problems, or needs hospital care."
5274,No participants died during this trial.
5275,1 participant (1%) from Part 1 of the trial experienced a serious adverse event.
5276,"That participant was in the placebo group and developed cellulitis, an infection in the skin."
5277,Trial doctors did not think that the serious adverse event was related to the placebo.
5278,No participants had serious adverse events during Part 2 of the trial.
5280,Researchers look at the results of many studies to decide which drugs work best and are safer for patients.
5284,"Then, click I accept. After agreeing to enter the Novartis website, type CAIN457AUS01 into the keyword search box and click Search. If you have questions about the results, please speak with the doctor or staff at your trial site."
5285,"Official trial title: A randomized, double-blind, placebo-controlled, parallel-group, multicenter study to demonstrate the efficacy of subcutaneous secukinumab (300 mg) as assessed by the Psoriasis Scalp Severity Index (PSSI) at 12 weeks of treatment, compared to placebo, and to assess safety and tolerability up to 24 weeks in adult subjects with moderate to severe scalp psoriasis Thank you It is said that the greatest gift is one which is given anonymously, giving when you do not know whether you will get direct personal benefit."
5297,You helped researchers learn more about how QBW251 works in both healthy people and people with cystic fibrosis.
5298,This trial started in July 2012 and ended in November 2015.
5303,"Clinical Trial Results Research Sponsor: Novartis Location of Headquarters: Basel, Switzerland Drug Studied: QBW251 Protocol #: CQBW251X2101 Full Trial Title: A Randomized, Double-blind, Placebo-controlled Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Pharmacodynamics of Single and Multiple Ascending Doses of QBW251 in Healthy Subjects, and Multiple Doses in Cystic Fibrosis Patients Full Scientific Summary: www.novctrd.com Trial Date: July 2012 to November 2015 2 Clinical Trial Results What s happened since the trial ended?"
5304,"You were in this trial for up to 6 weeks, but the trial took close to 3.5 years to complete."
5305,The trial included 153 participants from 28 sites in Europe and the United States.
5306,"When the trial ended in November 2015, the sponsor reviewed the data and created a report of the results."
5309,"Researchers were looking for a better way to treat cystic fibrosis, or CF."
5310,"This is a disease that causes thick, sticky mucus to build up in the lungs, digestive tract, and other areas of the body."
5311,This can result in life-threatening lung infections and other serious problems.
5312,"People with CF have a protein in the body called the cystic fibrosis transmembrane conductance regulator, or CFTR, that does not work well."
5313,"When CFTR does not work well, the amount of salt and water in the lungs and other parts of the body are not balanced, which can lead to serious health problems."
5314,"In this trial, researchers wanted to study a drug called QBW251, which is thought to help CFTR work better."
5315,Researchers compared QBW251 with a placebo.
5317,"In your trial, researchers wanted to know: What medical problems did participants have during the trial?"
5318,Did QBW251 increase participants lung function more than the placebo?
5319,"How much QBW251 got into the blood, and did food affect this amount?"
5320,Did QBW251 help in any other ways?
5322,The participants in this trial were 18 to 56 years old.
5323,"This trial included both healthy volunteers as well as volunteers with CF, also known as patients, who had tested positive for a CFTR mutation."
5324,Many trials include both healthy volunteers and patients so that researchers can compare the results between the 2 groups.
5326,"In this trial, participants took either QBW251 or a placebo."
5328,"This means that none of the participants, trial doctors, or staff knew what treatment each participant received."
5329,Some trials are done this way because knowing what treatment each participant is getting can affect the results of the trial.
5331,"When the trial ended, the research sponsor found out which treatment participants received so they could create a report of the trial results."
5333,Trial doctors first did a full checkup of all participants to make sure they could join the trial.
5334,"Participants were randomly assigned, like flipping a coin, to take either QBW251 or the placebo."
5335,This trial took place in 3 parts.
5336,Each trial participant was enrolled in only 1 part of the trial.
5337,The figure below shows the 3 parts of the trial.
5338,"Double-Blind Trial Part 1: 64 Healthy Volunteers Single Dose About 2 weeks Healthy volunteers took a single dose of either 10 milligrams (mg), 25 mg, 75 mg, 150 mg, 300 mg, 500 mg, 750 mg or 1000 mg of QBW251 or the placebo without food."
5339,"Some healthy volunteers also took either 500 mg of QBW251 or the placebo with food, so researchers could learn if eating food affected how much of QBW251 got into the blood."
5340,"Healthy volunteers stayed at the trial site until Day 3, and returned there for follow-up visits on Days 4, 5, 8, and 15."
5341,"Part 2: 40 Healthy Volunteers Multiple Doses About 5 weeks Healthy volunteers took a single dose of either 150 mg, 450 mg, or 750 mg of QBW251 or the placebo without food once a day for 14 days."
5342,Some healthy volunteers also took either 450 mg or 750 mg of QBW251 or the placebo with food 2 times a day for 14 days.
5343,"Healthy volunteers stayed at the trial site until Day 16, and returned there for follow up visits on Days 18, 22, 29, and 36."
5344,Part 3: 49 Patients Multiple Doses About 6 weeks Patients with CF were divided into 3 groups.
5345,Patients in Groups 1 and 2 had a different kind of CFTR mutation than the patients in Group 3.
5346,Patients took either 150 mg or 450 mg of QBW251 or the placebo 2 times a day for 14 days just after eating food.
5347,Patients went to the trial site on Day 1 and stayed there for at least 8 hours after receiving the first dose in the morning.
5348,"Patients returned to the trial site on Days 4, 7, and 14 and for follow-up visits on Days 15, 28, and 42."
5349,"Throughout the trial, the doctors checked the blood pressure, pulse rate, and breathing rate of each participant."
5350,They also collected blood and urine samples from each participant.
5351,"During Part 3, trial doctors also collected mucus and sweat samples from each patient."
5352,"They also checked each patient s lung function, and asked about their CF symptoms."
5353,Part 3 patients were divided into 3 groups.
5354,All Part 3 patients had CF-causing mutations.
5355,Group 1 and 2 patients had 2 different CF-causing mutations.
5356,Group 3 patients had 2 specific CF-causing mutations that were the same.
5368,4 Clinical Trial Results How many participants had adverse events during the trial?
5370,The tables below include all participants who took QBW251 and all participants who took the placebo.
5371,Adverse Events in Part 1 (Healthy Volunteers) QBW251 10 mg (out of 6 healthy volunteers) QBW251 25 mg (out of 6 healthy volunteers) QBW251 75 mg (out of 6 healthy volunteers) QBW251 150 mg (out of 6 healthy volunteers) QBW251 300 mg (out of 6 healthy volunteers) QBW251 500 mg (out of 6 healthy volunteers) How many healthy volunteers had adverse events?
5372,3 (50.0%) 2 (33.3%) 0 (0%) 1 (16.7%) 2 (33.3%) 2 (33.3%) QBW251 500 mg with food (out of 5 healthy volunteers) QBW251 750 mg (out of 6 healthy volunteers) QBW251 1000 mg (out of 6 healthy volunteers) Placebo (out of 16 healthy volunteers) All groups combined (out of 64 healthy volunteers) How many healthy volunteers had adverse events?
5373,1 (20.0%) 1 (16.7%) 4 (66.7%) 8 (50.0%) 24 (37.5%) Adverse Events in Part 2 (Healthy Volunteers) QBW251 150 mg (out of 6 healthy volunteers) QBW251 400 mg (out of 6 healthy volunteers) QBW251 750 mg (out of 6 healthy volunteers) QBW251 450 mg twice daily (out of 6 healthy volunteers) QBW251 750 mg twice daily (out of 6 healthy volunteers) Placebo (out of 10 healthy volunteers) All groups combined (out of 40 healthy volunteers) How many healthy volunteers had adverse events?
5374,"3 (50.0%) 6 (100.0%) 3 (50.0%) 6 (100.0%) 4 (66.7%) 7 (70.0%) 29 (72.5%) Adverse Events in Part 3 (Patients with CF) QBW251 150 mg twice daily (out of 6 patients) (Group 1) QBW251 450 mg twice daily (out of 12 patients) (Group 2) QBW251 450 mg twice daily (out of 19 patients) (Group 3) Placebo (out of 12 patients) (Groups 1, 2 and 3) All groups combined (out of 49 patients) How many patients had adverse events?"
5375,6 (100.0%) 8 (66.7%) 18 (94.7%) 8 (66.7%) 40 (81.6%) Did any participants have serious adverse events?
5377,No deaths occurred during this trial.
5378,Some participants experienced serious adverse events in Part 3 of the trial.
5379,"5 Clinical Trial Results Three patients in Part 3 experienced a serious adverse event - 1 patient each in Groups 1, 2, and 3."
5380,The serious adverse events were sinus infection in 1 patient and increased difficulty in breathing in 2 patients.
5381,But the trial doctors did not think that any of the serious adverse events were related to the trial drug.
5383,"In Part 1, headache and dizziness were the only non-serious adverse events that happened in at least 7% of all healthy volunteers in the trial."
5384,"This happened in: In the QBW251 1000 mg group, 2 out of 6 (33.3%) healthy volunteers each had headache and dizziness."
5385,"In the QBW251 300 mg group, 1 out of 6 (16.7%) healthy volunteers had headache."
5386,"In the placebo group, 2 out of 16 (12.5%) healthy volunteers had headache, and 3 out of 16 (18.8%) healthy volunteers had dizziness."
5387,The tables below show the most common non-serious adverse events (in at least 7% of all participants) in Parts 2 and 3 of this trial.
5388,"Most Common Non-serious Adverse Events in Part 2 (Healthy Volunteers) Non-serious Adverse Event QBW251 150 mg (out of 6 healthy volunteers) QBW251 400 mg (out of 6 healthy volunteers) QBW251 750 mg (out of 6 healthy volunteers) QBW251 450 mg twice daily (out of 6 healthy volunteers) QBW251 750 mg twice daily (out of 6 healthy volunteers) Placebo (out of 10 healthy volunteers) All groups combined (out of 40 healthy volunteers) Headache 0 (0%) 1 (16.7%) 0 (0%) 1 (16.7%) 2 (33.3%) 4 (40.0%) 8 (20.0%) Passing gas 0 (0%) 0 (0%) 0 (0%) 4 (66.7%) 0 (0%) 2 (20.0%) 6 (15.0%) Cough 0 (0%) 1 (16.7%) 0 (0%) 4 (66.7%) 0 (0%) 0 (0%) 5 (12.5%) Dizziness 0 (0%) 0 (0%) 0 (0%) 1 (16.7%) 0 (0%) 2 (20.0%) 3 (7.5%) Most Common Non-serious Adverse Events in Part 3 (Patients with CF) Non-serious Adverse Event QBW251 150 mg BID twice daily (out of 6 patients) (Group 1) QBW251 450 mg BID twice daily (out of 12 patients) (Group 2) QBW251 450 mg BID twice daily (out of 19 patients) (Group 3) Placebo (out of 12 patients) (Groups 1, 2 and 3) All groups combined (out of 49 patients) Increased mucus 3 (50.0%) 0 (0%) 5 (26.3%) 2 (16.7%) 10 (20.4%) Cough 1 (16.7%) 1 (8.3%) 4 (21.1%) 2 (16.7%) 8 (16.3%) Headache 1 (16.7%) 3 (25.0%) 4 (21.1%) 0 (0%) 8 (16.3%) Worsening of CF with infection in the lungs 1 (16.7%) 1 (8.3%) 3 (15.8%) 3 (25.0%) 8 (16.3%) Nausea 1 (16.7%) 4 (33.3%) 2 (10.5%) 0 (0%) 7 (14.3%) Tiredness 0 (0%) 3 (25.0%) 2 (10.5%) 0 (0%) 5 (10.2%) 6 Clinical Trial Results For a full list of the adverse events that occurred in this trial, please refer to the full scientific summary of the results available on the Novartis Clinical Trial Results website (www.novctrd.com)."
5390,"During Part 3, researchers learned if QBW251 increased lung function more than the placebo in patients with CF."
5391,They measured 2 things to learn this: How evenly air got in and out of the lungs How much air patients exhaled in 1 second How evenly air got in and out of the lungs Researchers used a test called the lung clearance index that measured how well the lungs could clear air.
5392,"Each patient was given a score based on this test, which was done both before treatment started, and again on Day 15 after treatment started."
5393,"The lower the score, the more evenly patients could breathe."
5394,The figure below shows the changes in how evenly air got in and out of the lungs by Day 15.
5395,"1.0 0.8 0.6 0.4 0.2 0.0 0.2 0.27 QBW251 150 mg (Group 1) Average Change in How Evenly Air Got In and Out of Lungs 0.85 QBW251 450 mg (Group 2) C h an g e in P o in ts 0.13 0.28 QBW251 450 mg (Group 3) Placebo 0.4 Patients could breathe less evenly Patients could breathe more evenly Overall, researchers found that patients in Group 2 who took 450 mg QBW251 could breathe more evenly after Day 15."
5396,"For the other treatment groups, the results did not show that one treatment was better than the other."
5397,How much air patients exhaled in 1 second Researchers also tested how much air patients could breathe out in 1 second.
5398,"They tested this both before treatment started, and again on Day 15 after treatment started."
5399,"If the average change in this amount had increased by Day 15, this meant that patients could breathe out more air in 1 second."
5400,7 Clinical Trial Results The figure below shows the changes in how much air patients breathed out in 1 second by Day 15.
5401,"2 0 2 3 4 5 6 0.58% QBW251 150 mg (Group 1) Average Change in How Much Air Patients Breathed Out in 1 Second 5.99% QBW251 450 mg (Group 2) P er ce n t o f A ve ra g e C h an g e 1.16% 1.46% QBW251 450 mg (Group 3) Placebo 7 1 1 Patients breathed out more air in 1 second Patients breathed out less air in 1 second Overall, researchers found that patients in Group 2 had increases in the amount of air they could breathe out by Day 15."
5404,Researchers wanted to know if patients who took higher doses of QBW251 had more QBW251 stay in the blood.
5405,The amount of QBW251 in the blood was higher for patients who took more QBW251.
5406,This was true for all parts of the trial.
5407,"When healthy volunteers in Part 1 took QBW251 with a high-fat meal, the total amount of QBW251 in the blood was reduced by about 20%."
5408,Did QBW251 help in other ways?
5409,"Quality of Life Scores In Part 3 of the trial, researchers also used a survey to ask patients how they were feeling and how the trial drugs affected their CF symptoms."
5410,An increase in the survey score after taking treatment meant that a patient had a better quality of life than he or she had before treatment started.
5411,"After 2 weeks of treatment, researchers found that: Patients in Groups 1 and 2 had bigger increases in their survey scores than patients in the placebo group."
5412,Patients in Group 3 had similar decreases in their survey scores as patients in the placebo group.
5418,"After agreeing to enter the Novartis website, type CQBW251X2101 into the keyword search box and click Search ."
5420,This trial was also registered on the following websites: Clinicaltrials.gov - National Clinical Trial # NCT02190604 .
5421,"- EU Clinical Trial # 2011-005085-37 Thank you It is said that the greatest gift is one which is given anonymously, giving when you do not know whether you will get direct personal benefit."
5428,1-888-669-6682 (US); +41613241111 (EU) novartisclinicaltrials.com Trial Results Summary_CQBW251X2101_updated 10May2017
5430,Thank you for taking part in the clinical trial for the treatment LFX453.
5431,You helped researchers learn how LFX453 works in people with external genital warts.
5436,"Clinical Trial Results Research Sponsor: Novartis Location of Headquarters: Basel, Switzerland Treatment Studied: LFX453 Protocol #: CLFX453X2202 Full Trial Title: A randomized, vehicle-controlled, active comparator, parallel group study to evaluate efficacy, safety, and tolerability of topical LFX453 formulations in patients with external genital warts (EGWs) Full Scientific Summary: www.novctrd.com Trial Date: May 2015 to May 2016 2 Clinical Trial Results What has happened since the trial ended?"
5437,The whole trial took 1 year to complete.
5438,The trial included 88 patients from 12 trial sites in the United States.
5442,"Researchers were looking for a better way to treat external genital warts, also called EGWs."
5443,Most cases of EGWs are caused by a virus that is spread through sexual contact.
5444,One common way to treat EGWs is to remove the wart.
5445,But removing the wart does not stop the spread of the virus for some people and the EGWs can also come back.
5446,"In this trial, researchers wanted to learn if the trial treatment LFX453 can work with the body s immune system to help clear EGWs from the skin."
5448,"Imiquimod, also known as Aldara , is a treatment that is currently available to treat EGWs."
5452,Did LFX453 completely clear EGWs in more patients than imiquimod or the placebo?
5453,Did LFX453 clear 75% of EGWs in more patients than imiquimod or the placebo?
5455,The patients in this trial were 19 to 58 years old and had EGWs.
5457,Researchers tested about LFX453 in a double-blind manner.
5458,"This means that none of the patients, trial doctors, trial staff, or sponsor staff knew if patients were taking LFX453 or the placebo."
5461,There was also an open-label part of the trial.
5462,The patients in this part of the trial got imiquimod.
5463,"Open-label means that the patients, some trial doctors, and sponsor staff knew which patients were getting imiquimod."
5464,But the trial staff that looked at the skin of each patient did not know which treatment the patient got.
5465,This helped make sure the results were looked at fairly.
5467,"Before the trial started, the trial doctors did tests to check the overall health of the patients, including their heart health using an electrocardiogram or ECG."
5468,"Trial doctors took blood and urine samples and checked the height, weight, blood pressure, temperature, and pulse rate of each patient."
5469,Trial doctors also counted the EGWs of each patient and examined the area of the skin affected by EGWs.
5470,"During the trial, treatment lasted up to 12 or 16 weeks."
5471,Patients were randomly assigned to 1 of the following treatments by a computer: LFX453 Cream 1 LFX453 Cream 2 A placebo that looked like LFX453 Cream 1 A placebo that looked like LFX453 Cream 2 Imiquimod Patients who got LFX453 or the placebo used the cream twice a day for up to 12 weeks.
5472,Patients who got imiquimod used the cream 3 times a week for up to 16 weeks.
5473,The trial doctors continued to check the skin condition of the patients.
5474,"This included touching the skin, taking pictures of the EGWs, and potentially taking skin samples."
5475,Trial doctors also took blood and urine samples and checked the heart health of the patients.
5476,The figure below shows how many patients got each treatment during the trial.
5477,Treatment: 88 patients 24 patients got LFX453 Cream 1 - twice a day 22 patients got LFX453 Cream 2 - twice a day 10 patients got the placebo for LFX453 Cream 1 - twice a day 10 patients got the placebo for LFX453 Cream 2 - twice a day 22 patients got imiquimod - 3 times a week Not all of the patients finished their assigned treatment.
5478,Some patients left the trial early.
5479,"After treatment ended, all patients had a follow-up visit 2 weeks later."
5480,"At this visit, the trial doctors asked patients how they were feeling and if they had any reactions to the skin creams."
5481,"If patients did not have their EGWs completely cleared, this was their final trial visit."
5482,"If patients had complete clearance of EGWs in the 2-week follow-up period, they entered another follow-up period of 12 weeks."
5483,Complete clearance meant that patients had zero EGWs in the area of their skin where they applied trial treatment.
5485,Treatment 12 weeks Follow-up LFX453 or placebo 16 weeks Imiquimod All patients had a nal check-up 2 weeks after the trial treatment ended.
5486,Trial doctors checked patients symptoms.
5487,This was the patient s nal visit if they had incomplete clearance.
5488,Patients were followed for 12 more weeks if they had complete clearance.
5489,C re am 2 weeks 12 weeks Trial doctors checked patients EGWs every 2 weeks Tr ea tm en t s to pp ed What were the results of the trial?
5500,"A total of 26.1% of patients, or 23 of the 88 patients, had adverse events during the trial."
5501,More patients in the imiquimod group had adverse events compared to the other treatment groups.
5502,None of the patients stopped taking treatment because of adverse events in the trial.
5504,Adverse events in this trial LFX453 Cream 1 (Out of 24 patients) LFX453 Cream 2 (Out of 22 patients) Placebo for LFX453 Cream 1 (Out of 10 patients) Placebo for LFX453 Cream 2 (Out of 10 patients) Imiquimod (Out of 22 patients) How many patients had adverse events?
5505,12.5% (3) 22.7% (5) 30.0% (3) 20.0% (2) 45.5% (10) 5 Clinical Trial Results Did any patients have serious adverse events?
5508,None of the patients in this trial had serious adverse events.
5511,"The most common adverse event that was not serious was infection of the nose, throat, or airways."
5512,The table below shows the most common non-serious adverse events that happened to at least 2% of all patients in the trial.
5513,"Most common non-serious adverse events in this trial Most common adverse event LFX453 Cream 1 (Out of 24 patients) LFX453 Cream 2 (Out of 22 patients) Placebo for LFX453 Cream 1 (Out of 10 patients) Placebo for LFX453 Cream 2 (Out of 10 patients) Imiquimod (Out of 22 patients) Total (Out of 88 patients) Infection of the nose, throat, or airways 8.3% (2) 4.5% (1) 10.0% (1) 0.0% (0) 0.0% (0) 4.5% (4) Common cold 0.0% (0) 4.5% (1) 10.0% (1) 0.0% (0) 4.5% (1) 3.4% (3) Redness at the site of applying cream 0.0% (0) 0.0% (0) 0.0% (0) 0.0% (0) 9.1% (2) 2.3% (2) Genital rash 0.0% (0) 0.0% (0) 0.0% (0) 0.0% (0) 9.1% (2) 2.3% (2) Redness of the scrotum 0.0% (0) 0.0% (0) 0.0% (0) 0.0% (0) 9.1% (2) 2.3% (2) The adverse events that trial doctors thought could be related to trial treatment were experienced by patients in the imiquimod group."
5514,Six of these adverse events were related to having reactions where the cream was applied.
5515,"The other adverse events included sleep disorder, night sweats, low white blood cell count, and high white blood cell count."
5516,6 Clinical Trial Results Did LFX453 completely clear EGWs in more patients than imiquimod or the placebo?
5517,Only 1 patient had their EGWs completely clear during the trial.
5519,"So, there were not enough patients taking LFX453 who had their EGWs completely clear for the researchers to know if LFX453 completely cleared EGWs more than imiquimod or a placebo."
5520,"Researchers found that within 14 weeks of the first treatment: None of the patients had their EGWs completely clear during the treatment period, no matter what treatment they got."
5521,1 patient out of 15 taking LFX453 Cream 1 had their EGWs completely clear during the 2-week follow-up period.
5522,No other patients had their EGWs completely clear during the 2-week follow-up period.
5523,The difference between the groups was too small for researchers to know if 1 treatment was able to clear EGWs more than the other.
5524,Any differences seen between the treatment groups could have been due to chance.
5525,The chart below shows the number of patients who had complete clearance of EGWs from their skin within 14 weeks of the first treatment.
5526,Percentage of patients who had complete EGW clearance within 14 weeks of the first treatment Pe rc en ta ge (% ) o f p at ie nt s LFX453 Cream 1 LFX453 Cream 2 All Placebo Treatment group 0 25 50 75 100 6.7% 0.0% 0.0% Imiquimod 0.0% Did LFX453 clear 75% of EGWS in more patients than imiquimod or the placebo?
5528,"So, there were not enough patients taking LFX453 who had 75% of their EGWs clear."
5529,This means the researchers could not know if LFX453 cleared 75% of EGWs more than imiquimod or a placebo.
5530,The patient taking LFX453 who had his EGWs completely clear could have had this result by chance.
