,sentences
5234,"To find out, the doctors took blood at different times before and after participants took the medicines."
5235,The blood samples were collected after they took the separate tablets and after the combination tablets.
5237,"This study showed that the amount of each medicine (empagliflozin, linagliptin, and metformin) in the blood was about the same if taken as separate tablets or as combination tablets."
5239,"Yes, participants had unwanted effects while taking the medicines as separate tablets and as combination tablets."
5240,"Unwanted effects are any health problems that the doctors think were caused by empagliflozin, linagliptin, or metformin."
5241,"03 June 2019 BI 1361.11 Page 3 of 4 This was a study in healthy volunteers During this study, 7 out of 29 participants (24%) had unwanted effects while taking the medicines as combination tablets."
5242,6 out of 30 participants (20%) had unwanted effects while taking the medicines as separate tablets.
5243,The table below shows the unwanted effects.
5244,"Unwanted effect Empagliflozin, linagliptin, metformin - combination (29 people) Empagliflozin, linagliptin, metformin - separate (30 people) Nausea 4 people (14%) 3 people (10%) Headache 4 people (14%) 2 people (7%) Decreased appetite 1 person (3%) 2 people (7%) Vomiting 1 person (3%) 1 person (3%) Diarrhoea 1 person (3%) 1 person (3%) None of the unwanted effects were serious."
5247,Go to and search for the study number 1361.11.
5249,Go to www.clinicaltrialsregister.eu/ctr-search and search for the EudraCT number 2018-001266-42.
5251,Go to www.clinicaltrials.gov and search for the NCT number NCT03629054.
5253,"The full title of the study is: Bioequivalence of a low strength fixed dose combination tablet of empagliflozin/linagliptin/metformin extended release compared to the free combination of empagliflozin, linagliptin, and metformin extended release tablets following oral administration in healthy male and female subjects (an open-label, randomised, single-dose, two-period, two-sequence crossover study) ."
5254,This was a Phase I study.
5255,This study started in September 2018 and finished in November 2018. 03 June 2019 BI 1361.11 Page 4 of 4 This was a study in healthy volunteers Are there additional studies?
5256,"If we do more clinical studies with empagliflozin, linagliptin, and metformin you will find them on the websites listed above."
5257,"To search for these studies, use the words empagliflozin, linagliptin, and metformin."
5275,"1199-0247-lay-summary_english Lung fibrosis causes the lung tissue to become thick, stiff, and scarred."
5278,This study wanted to find out: Does a medicine called nintedanib help people with progressive lung fibrosis?
5279,"INBUILD : A study to find out if a medicine called nintedanib helps people with progressive lung fibrosis (1199.247) RESULTS Study participants had progressive lung fibrosis 663 patients from 15 countries in Europe, Asia, North America and South America took part."
5280,54% men 46% women Each participant took twice a day or 1 1 placebo which didn t contain any medicine 150 mg nintedanib 79% of participants who took nintedanib and 38% of participants who took placebo had unwanted effects.
5281,"nintedanib placebo 79% 38% 2019 Boehringer Ingelheim International GmbH On average, after 1 year, nintedanib slowed down the loss of lung function by 57%."
5284,D ec re as e in F V C ( in m L p e r ye ar ) -200 -150 -100 -50 0 nintedanib placebo -81 mL -188 mL 107 mL Lo ss o f lu n g fu n ct io n 25 September 2019 BI 1199.247 Page 2 of 7 INBUILD A study to find out if a medicine called nintedanib helps people with progressive lung fibrosis This is a summary of results from one clinical study.
5286,You helped us to answer important questions about nintedanib and the treatment of progressive lung fibrosis.
5303,25 September 2019 BI 1199.247 Page 3 of 7 Who took part in this study?
5307,356 participants were men and 307 participants were women.
5311,"Region Countries Number of Participants Europe Belgium, France, Germany, Italy, Poland, Russia, Spain, United Kingdom 301 Asia China, Japan, South Korea 155 North America Canada, United States 136 South America Argentina, Chile 71 How was this study done?"
5314,"The groups were: Nintedanib group: participants took 1 capsule of 150 milligrams (mg) nintedanib twice a day Placebo group: participants took 1 capsule of placebo twice a day The placebo capsules looked like the nintedanib capsules, but did not contain any medicine."
5317,25 September 2019 BI 1199.247 Page 4 of 7 It was planned that participants stay in the study for at least 1 year.
5339,These tests showed it was unlikely that the differences between the treatment groups happened by chance.
5340,25 September 2019 BI 1199.247 Page 5 of 7 Did participants have any unwanted effects?
5347,"Type of unwanted effect Nintedanib 332 participants were in this group Placebo 331 participants were in this group Diarrhoea 196 participants (59%) 59 participants (18%) Nausea 79 participants (24%) 19 participants (6%) Vomiting 41 participants (12%) 7 participants (2%) Decreased appetite 37 participants (11%) 10 participants (3%) Increase in an enzyme that may indicate problems with your liver (alanine aminotransferase increased) 36 participants (11%) 8 participants (2%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening, or fatal."
5353,25 September 2019 BI 1199.247 Page 6 of 7 Where can I find more information about this study?
5355,Go to and search for the study number BI 1199.247.
5370,25 September 2019 BI 1199.247 Page 7 of 7 Acknowledgement We would like to thank the following patient organisations for their advice in the development of this lay summary: Action for Pulmonary Fibrosis (APF) Asociaci n de Familiares y Enfermos de Fibrosis Pulmonar Idiop tica (AFEFPI) Association Fran aise des Polyarthritiques et des Rhumatismes Inflammatoires Chroniques (AFPric) Association Nationale de D fense contre l'Arthrite Rhumato de (ANDAR) Association Pierre Enjalran Fibrose Pulmonaire Idiopathique (APEFPI) Canadian Pulmonary Fibrosis Foundation Federation of European Scleroderma Associations aisbl (FESCA) Hellenic League Against Rheumatism (ELEANA) Idiopathic Pulmonary Fibrosis Association Bulgaria Irish Lung Fibrosis Association (EU-IPFF secretary) Liga Reumatol gica Espa ola (LIRE) Lungenfibrose e.V Pulmonary Fibrosis Foundation Scleroderma Canada The European Idiopathic Pulmonary Fibrosis and Related Disorder Federation (EU- IPFF) The Pulmonary Fibrosis Trust Un respiro di speranza Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied.
5385,1199-0093-lay-summary_english 16 Aug 2019 BI 1199-0093 Page 1 of 5 LUME-Meso: A study to test nintedanib in addition to chemotherapy in patients with malignant pleural mesothelioma This is a summary of a clinical study about a type of cancer in the lining of the lungs and chest cavity called malignant pleural mesothelioma (MPM).
5390,We wanted to find out whether a medicine called nintedanib in combination with standard chemotherapy helps patients with a type of cancer in the lining of the lungs and chest cavity called MPM.
5398,We studied the medicine nintedanib in combination with standard pemetrexed and cisplatin chemotherapy.
5405,16 Aug 2019 BI 1199-0093 Page 2 of 5 Who took part in this study?
5414,"Region Countries Number of Patients Europe Austria, Belgium, Croatia, Czech Republic, Denmark, France, Germany, Israel, Italy, Netherlands, Norway, Poland, Portugal, Russia, Spain, Sweden, Turkey, United Kingdom 291 North Africa Egypt 32 Asia Japan 29 Australia Australia 29 Central America Mexico 26 South America Argentina, Chile 25 North America Canada, United States of America 22 South Africa South Africa 4 Patients in Israel were counted as part of Europe How was this study done?"
5425,16 Aug 2019 BI 1199-0093 Page 3 of 5 All patients began at doses of pemetrexed and cisplatin based on their body size.
5429,"After that, patients continued with nintedanib or placebo alone."
5447,190 out of 228 patients (83%) in the placebo with chemotherapy group had unwanted effects.
5449,"16 Aug 2019 BI 1199-0093 Page 4 of 5 Unwanted effect Nintedanib with chemotherapy (227 patients) Placebo with chemotherapy (228 patients) Nausea 127 patients (56%) 106 patients (47%) Diarrhoea 95 patients (42%) 42 patients (18%) Vomiting 78 patients (34%) 49 patients (22%) Reduced number of a type of white blood cells (neutropenia) 69 patients (30%) 60 patients (26%) Decreased appetite 54 patients (24%) 48 patients (21%) Fatigue 49 patients (22%) 47 patients (21%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life threatening, or fatal."
5451,"In this study, 55 patients (24%) in the nintedanib with chemotherapy group had serious unwanted effects and 45 patients (20%) in the chemotherapy alone group had serious unwanted effects, as assessed by the investigator."
5456,Go to and search for the study number 1199-0093.
5462,"16 Aug 2019 BI 1199-0093 Page 5 of 5 The full title of the study is: LUME-Meso: Double blind, randomised, multicentre, phase II/III study of nintedanib in combination with pemetrexed / cisplatin followed by continuing nintedanib monotherapy versus placebo in combination with pemetrexed / cisplatin followed by continuing placebo monotherapy for the treatment of patients with unresectable malignant pleural mesothelioma ."
5484,1245-0072-lay-summary_english 29 May 2019 BI 1245.72 Page 1 of 5 The EASE-3 study of empagliflozin in patients with type 1 diabetes This is a summary of one clinical study.
5500,Empagliflozin is a tablet that patients swallow once a day We compared empagliflozin with placebo to find out how well empagliflozin works.
5504,29 May 2019 BI 1245.72 Page 2 of 5 Who participated in the study?
5513,"Region Countries Number of Patients Europe Czech Republic, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Netherlands, Norway, Poland, Portugal, Romania, Russia, Spain, Sweden, United Kingdom 609 North America Canada, United States 249 Latin America Mexico 56 Pacific Australia, New Zealand 36 Africa South Africa 25 How was this study done?"
5518,The groups were: Empagliflozin 2.5 mg group: patients took 1 tablet of 2.5 mg empagliflozin per day Empagliflozin 10 mg group: patients took 1 tablet of 10 mg empagliflozin per day Empagliflozin 25 mg group: patients took 1 tablet of 25 mg empagliflozin per day Placebo group: patients took 1 placebo tablet per day 29 May 2019 BI 1245.72 Page 3 of 5 The patients and the study doctors did not know in which group the patients were.
5537,"Taking the placebo group as a reference, we found the following reductions in HbA1c: In the 2.5 mg empagliflozin group, the reduction was 0.28% In the 10 mg empagliflozin group, the reduction was 0.45% In the 25 mg empagliflozin group, the reduction was 0.52% Although the HbA1c reductions were higher in the 10 mg and 25 mg empagliflozin groups, there were also more cases of ketoacidosis."
5540,"In the 2.5 mg empagliflozin group, there were 2 patients (0.8%) who had ketoacidosis."
5544,We found that patients who took empagliflozin did not have more hypoglycaemia than patients who took placebo.
5550,29 May 2019 BI 1245.72 Page 4 of 5 Were there any unwanted effects?
5557,"Empagliflozin 2.5 mg: 241 patients Empagliflozin 10 mg: 248 patients Empagliflozin 25 mg: 245 patients Placebo: 241 patients Too little sugar in the blood (hypoglycaemia) 49 patients (20%) 50 patients (20%) 51 patients (21%) 40 patients (17%) Higher levels of ketones in the blood (blood ketone body increased) 2 patients (1%) 13 patients (5%) 5 patients (2%) 3 patients (1%) Some unwanted effects were serious because they required a visit to or a longer stay in hospital, or were life-threatening."
5567,You can find the scientific summaries of the study results at these websites: 1.
5568,Go to and search for the study number BI 1245.72. 29 May 2019 BI 1245.72 Page 5 of 5 2.
5592,1363-0002-lay-summary_english 31 October 2019 BI 1363.2 Page 1 of 5 A study to find out how well healthy people and people with cystic fibrosis tolerate BI 443651 This is a summary of results from one clinical study.
5600,Part 1: healthy participants 40 healthy men were in this part of the study.
5603,Part 2: participants with cystic fibrosis People with cystic fibrosis could enrol in this part of the study.
5608,31 October 2019 BI 1363.2 Page 2 of 5 How was this study done?
5611,Part 1: healthy participants We wanted to find out how people tolerate different doses of BI 443651.
5622,Part 2: participants with cystic fibrosis We also wanted to find out how well people with cystic fibrosis tolerate BI 443651.
5623,We looked at the number of participants with health problems that occurred during treatment in this part of the study as well.
5628,The other group started by taking placebo for 13.5 days.
5633,31 October 2019 BI 1363.2 Page 3 of 5 What were the results of this study?
5637,Participants who took higher doses of BI 443651 had more health problems than those taking the lowest dose or placebo.
5638,Part 2: participants with cystic fibrosis 13 out of 22 participants (59%) had health problems that occurred during treatment with BI 443651.
5644,Part 1: healthy participants 17 out of 32 participants (53%) in the BI 443651 groups had unwanted effects.
5651,31 October 2019 BI 1363.2 Page 4 of 5 Part 2: participants with cystic fibrosis 4 out of 22 participants (18%) had unwanted effects while taking BI 443651.
5663,"To search for these studies, use the word BI 443651. 31 October 2019 BI 1363.2 Page 5 of 5 Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied."
5678,Lay summary 1160.189 Patients who have had a stroke of unknown origin have a high chance of having another stroke.
5679,This study wanted to find out: Is dabigatran more effective than aspirin for prevention of another stroke?
5680,100 mg aspirin once daily Each patient took RESPECT ESUS: A study to compare dabigatran and aspirin for preventing further strokes in patients who have had a stroke of unknown origin (1160.189) 110 or 150 mg dabigatran twice daily or 5390 patients from 42 countries took part.
5682,Patients who took part had a stroke of unknown origin before the study 1 19% of patients who took dabigatran and 13% of patients who took aspirin had unwanted effects.
5683,12.4 World map Fotolia by Maeliss Boehringer Ingelheim International GmbH for 1 year & 4 months on average The results show that the chances of having a stroke were similar for both treatments.
5684,1 dabigatran aspirin 13%19% dabigatran aspirin 6.6% 7.7% 63% men 37% women 05 March 2019 BI 1160.189 Page 2 of 6 RESPECT ESUS: A study to compare dabigatran and aspirin for preventing further strokes in patients who have had a stroke of unknown origin This is a summary of a clinical study in patients with a risk of stroke.
5709,05 March 2019 BI 1160.189 Page 3 of 6 Researchers compared dabigatran to another anti-blood-clotting medicine known as aspirin.
5716,"On average, patients were 64 years old."
5719,"Geographical Region Countries Number of Patients Western Europe Austria, Belgium, France, Germany, Greece, Italy, Portugal, Spain, Sweden, Switzerland 2464 patients Asia China, Hong Kong, India, Japan, Korea, Malaysia, Singapore, Taiwan, Thailand 1198 patients Central Europe Croatia, Czech Republic, Estonia, Hungary, Poland, Russia, Serbia, Slovakia, Slovenia, Turkey, Ukraine 704 patients North America Canada, United States 594 patients Latin America Argentina, Brazil, Chile, Colombia, Mexico, Peru 225 patients Other Australia, Israel, New Zealand, South Africa 205 patients How was this study done?"
5722,Every patient had an equal chance of being in the dabigatran group or in the aspirin group.
5727,They took dabigatran as 1 capsule twice per day.
5729,05 March 2019 BI 1160.189 Page 4 of 6 Patients visited their doctors regularly.
5752,"05 March 2019 BI 1160.189 Page 5 of 6 Dabigatran 220 mg or 300 mg (2676 patients) Aspirin 100 mg (2674 patients) Upset stomach (dyspepsia) 44 patients (2%) 25 patients (less than 1%) Blood in the urine (haematuria) 39 patients (2%) 12 patients (less than 1%) Nosebleed (epistaxis) 33 patients (1%) 39 patients (2%) Stomach pain (abdominal pain upper) 33 patients (1%) 19 patients (less than 1%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, were life-threatening or fatal."
5761,Go to and search for the study number 1160.189.
5767,"05 March 2019 BI 1160.189 Page 6 of 6 The full title of the study is: Randomized, double-blind, Evaluation in secondary Stroke Prevention comparing the EfficaCy and safety of the oral Thrombin inhibitor dabigatran etexilate (110 mg or 150 mg, oral b.i.d.)"
5789,1199-0227-lay-summary_english This study was to find out: How does nintedanib influence the amount of a protein called CRPM in the blood?
5793,"Each participant took twice a day A study in patients with idiopathic pulmonary fibrosis (IPF) to better understand how nintedanib slows disease progression (1199.227) or 346 patients from 13 countries from Europe, Asia, Australia and North America took part."
5794,Study participants had IPF 57% of participants who took nintedanib and 28% of participants who took placebo had unwanted effects.
5795,"12.4 2019 Boehringer Ingelheim International GmbH After 12 weeks, the change in CRPM was not different in participants taking nintedanib and participants taking placebo."
5796,nintedanib placebo 28%57% RESULTS 77% of the participants had unwanted effects.
5797,76% men 24% women After 12 weeks all participants took nintedanib.
5798,nintedanib 77% This study had 2 parts: 1 2week 1-12 week 13-52 1 2 1 150 mg nintedanib 1 placebo which didn t contain any medicine Part 1 Part 2 1 150 mg nintedanib Part 1 Part 2 Part 2 Part 1 30 September 2019 BI 1199.227 Page 2 of 6 A study in patients with idiopathic pulmonary fibrosis (IPF) to better understand how nintedanib slows disease progression This is a summary from one clinical study.
5817,"30 September 2019 BI 1199.227 Page 3 of 6 This study was done in Europe, Asia, Oceania, and North America."
5819,"Region Countries Number of Participants Europe Belgium, Czech Republic, Finland, France, Germany, Hungary, Poland, Spain, United Kingdom 213 Asia Japan, Korea 102 Oceania Australia 20 North America United States 11 How was this study done?"
5824,The groups were: Nintedanib group: participants took 1 tablet of 150 mg nintedanib twice per day Placebo group: participants took 1 placebo tablet twice per day Placebo tablets looked like nintedanib but did not contain any medicine.
5832,Participants who were taking placebo in part 1 switched to nintedanib in part 2.
5833,We wanted to know if there was a difference between treatments.
5838,30 September 2019 BI 1199.227 Page 4 of 6 What were the results of this study?
5839,"After 12 weeks, the average change in the amount of CRPM in the blood was not different between groups."
5842,29 out of 116 participants (25%) who took nintedanib throughout the whole study had decreased lung function or had died.
5850,"Unwanted effect Nintedanib 150 mg twice daily (116 participants) Placebo (230 participants) Diarrhoea 47 participants (41%) 34 participants (15%) Nausea 16 participants (14%) 10 participants (4%) Decreased appetite 11 participants (10%) 7 participants (3%) Decreased weight 6 participants (5%) 1 participant (less than 1%) Vomiting 5 participants (4%) 5 participants (2%) Abdominal discomfort 5 participants (4%) 1 participant (less than 1%) 30 September 2019 BI 1199.227 Page 5 of 6 Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital, or were life-threatening."
5860,Go to and search for the study number 1199.227.
5866,"The full title of the study is: A 12-week, double-blind, randomised, placebo-controlled, parallel-group trial followed by a single active arm phase of 40 weeks evaluating the effect of oral nintedanib 150 mg twice daily on change in biomarkers of extracellular matrix (ECM) turnover in patients with idiopathic pulmonary fibrosis (IPF) and limited forced vital capacity (FVC) impairment ."
5871,"To search for these studies, use the words nintedanib and BIBF 1120. 30 September 2019 BI 1199.227 Page 6 of 6 Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied."
5886,Lay summary 1199.214 Scleroderma (also called systemic sclerosis) is a rare disease.
5889,This study wanted to find out: Does a medicine called nintedanib help patients who have lung fibrosis due to scleroderma?
5890,"placebo which didn t contain any medicine Each patient took twice a day A study to compare nintedanib with placebo for patients with scleroderma-related lung fibrosis (SENSCIS study, 1199.214) 150 mg nintedanib or Patients taking part had scleroderma with lung fibrosis 1 83% of patients who took nintedanib and 43% of patients who took placebo had unwanted effects."
5891,"nintedanib placebo 83% 43% Boehringer Ingelheim International GmbH Ye ar ly d ec re as e in F VC (i n m L) On average, after 1 year of treatment, nintedanib slowed down the loss of lung function by 44%."
5893,"-100 -80 -60 -40 -20 0 nintedanib placebo 576 patients from 31 countries in Europe, Canada and USA, Asia and other regions took part."
5894,RESULTS 1 -52 mL -93 mL 41 mL Lo ss o f l un g fu nc tio n 25% men 75% women 14 May 2019 BI 1199.214 Page 2 of 8 SENSCIS A study to compare nintedanib with placebo for patients with scleroderma-related lung fibrosis This is a summary of a clinical study about scleroderma (also called systemic sclerosis).
5980,You can find more information about this study at these websites: www.clinicaltrialsregister.eu/ctr- search search for the EudraCT number: 2015-000392-28 www.clinicaltrials.gov search for the NCT number: NCT02597933 A scientific summary of the study will be available at this website in November 2019: www.trials.boehringer-ingelheim.com search for the study number: 1199.214 Boehringer Ingelheim sponsored this study.
5990,"14 May 2019 BI 1199.214 Page 8 of 8 Acknowledgement We would like to thank the following scleroderma patient organisations for their advice regarding the design and implementation of the clinical study and the writing of this lay summary: Asociaci n Espa ola de Esclerodermia, Spain Associa o Portuguesa de Doentes com Esclerodermia, Portugal Federation of European Scleroderma Associations aisbl."
6008,1160-0248-lay-summary_english Patients who have had a stroke usually take medicines against blood clotting.
6009,"These can lower the risk of stroke, but can also increase risk of bleeding."
6010,This study wanted to find out: Is a medicine called dabigatran as effective and safe as a medicine called warfarin at preventing blood clots?
6011,warfarin (doctors decided individually which dose was needed) Each patient took RE-SPECT CVT: A study to compare dabigatran and warfarin for preventing blood clots in patients who have had a rare type of stroke (1160.248) 150 mg dabigatran or 120 patients from 9 countries in Europe and Asia took part.
6012,Patients who took part had a type of stroke called Cerebral Venous Thrombosis (CVT) 23% of patients who took dabigatran and 23% of patients who took warfarin had unwanted effects.
6013,12.4 2019 Boehringer Ingelheim International GmbH During the study no patient in either treatment group had a blood clotting event.
6014,1 patient who took dabigatran and 2 patients who took warfarin had a major bleeding event.
6015,2 dabigatran warfarin 23%23% 45 % men55 % women x 0 2 4 P e rc e n t o f p at ie n ts w it h m aj o r b le e d in g e ve n ts dabigatran warfarin 2 patients 3.3 % 1 patient 1.7 % 30 May 2019 BI 1160.248 Page 2 of 5 RE-SPECT CVT: A study to compare dabigatran and warfarin for preventing blood clots in patients who have had a rare type of stroke This is a summary of a clinical study about a type of stroke called cerebral venous thrombosis (CVT).
6034,Warfarin is another anti-blood- clotting medicine that works in a different way to prevent blood clots.
6036,30 May 2019 BI 1160.248 Page 3 of 5 Who took part in this study?
6043,This study was done in 9 countries shown in the table below.
6044,Country Number of Patients Portugal 22 Russia 22 India 19 Italy 14 Germany 13 Poland 10 Netherlands 9 France 7 Spain 4 How was this study done?
6047,Every patient had an equal chance of being in the dabigatran group or in the warfarin group.
6051,Each capsule contained 150 mg of dabigatran.
6053,The doctors determined how many warfarin tablets and the dose each patient needed.
6058,30 May 2019 BI 1160.248 Page 4 of 5 A bleeding problem was major if at least 1 of the following occurred: The patient needed a transfusion of blood.
6073,Unwanted effect Dabigatran (60 patients) Warfarin (60 patients) Bleeding gums (gingival bleeding) 2 patients (3%) 1 patient (2%) More than usual menstrual bleeding (menorrhagia) 1 patient (2%) 1 patient (2%) Headache 0 patients 2 patients (3%) Bleeding on the brain (subdural haematoma) 0 patients 2 patients (3%) Some unwanted effects were serious because they required a visit to hospital or because the doctor thought they were serious for any other reason.
6076,30 May 2019 BI 1160.248 Page 5 of 5 Where can I find more information about this study?
6078,Go to and search for the study number 1160.248.
6107,1245-0069-lay-summary_english 28 May 2019 BI 1245.69 Page 1 of 5 The EASE-2 study of empagliflozin in patients with type 1 diabetes This is a summary of one clinical study.
6128,28 May 2019 BI 1245.69 Page 2 of 5 Who participated in the study?
6137,"Region Countries Number of Patients Europe Austria, Belgium, Czech Republic, Denmark, Finland, France, Germany, Netherlands, Norway, Poland, Spain, Sweden, United Kingdom 399 North America Canada, United States 282 Pacific Australia 32 Asia Taiwan 17 How was this study done?"
6142,The groups were: Empagliflozin 10 mg group: patients took 1 tablet of 10 mg empagliflozin per day Empagliflozin 25 mg group: patients took 1 tablet of 25 mg empagliflozin per day Placebo group: patients took 1 placebo tablet per day The treatment was taken for 52 weeks.
6145,"28 May 2019 BI 1245.69 Page 3 of 5 During the study, the doctors did a measurement called HbA1c."
6162,"Taking the placebo group as a reference, we found the following reductions in HbA1c: In the 10 mg empagliflozin group, the reduction was 0.54% In the 25 mg empagliflozin group, the reduction was 0.53% In the 10 mg and 25 mg empagliflozin groups, there were also more cases of ketoacidosis than in the placebo group."
6173,28 May 2019 BI 1245.69 Page 4 of 5 Were there any unwanted effects?
6179,"Empagliflozin 10 mg (243 patients) Empagliflozin 25 mg (244 patients) Placebo (243 patients) Too little sugar in the blood (hypoglycaemia) 74 patients (31%) 66 patients (27%) 66 patients (27%) Urinary tract infection 23 patients (10%) 15 patients (6%) 18 patients (7%) Higher levels of ketones in the blood (blood ketone body increased) 13 patients (5%) 14 patients (6%) 6 patients (3%) Some unwanted effects were serious because they required a visit to or a longer stay in hospital, or were life-threatening."
6187,28 May 2019 BI 1245.69 Page 5 of 5 Where can I find more information?
6189,Go to and search for the study number BI 1245.69.
6214,1199-0036-lay-summary_english 17 July 2019 BI 1199.36 Page 1 of 6 Idiopathic pulmonary fibrosis is a rare disease leading to loss of lung function.
6215,This leads to a reduced quality of life of the patients.
6216,This study wanted to find out: Does the addition of sildenafil to nintedanib help patients with IPF and advanced lung impairment more than nintedanib alone?
6217,"150 mg nintedanib and Each patient took per day INSTAGE : A study to test nintedanib alone or in combination with sildenafil in patients with advanced IPF (1199.36) 150 mg nintedanib and or 273 patients from 13 countries in Europe, North America, Asia and Australia took part."
6218,Patients who took part had IPF with advanced lung impairment 2 77% of patients who took nintedanib and sildenafil and 68% of patients who took nintedanib alone had unwanted effects.
6219,12.4 2019 Boehringer Ingelheim International GmbH We found that adding sildenafil to treatment with nintedanib did not improve patients quality of life after 12 weeks of treatment.
6220,"2 nintedanib + sildenafil nintedanib alone 68%77% 79% men 21% women 20 mg sildenafil3 RESULTS Placebo, which looked like sildenafil capsules but didn t contain any medicine 3 17 July 2019 BI 1199.36 Page 2 of 6 A study to test nintedanib alone or in combination with sildenafil in patients with advanced IPF This is a summary of a clinical study about idiopathic pulmonary fibrosis (IPF)."
6225,The purpose of this study was to find out whether adding a medicine called sildenafil to treatment with a medicine called nintedanib helps patients with advanced IPF more than nintedanib alone.
6239,17 July 2019 BI 1199.36 Page 3 of 6 Who took part in this study?
6242,216 patients (79%) were men and 57 patients (21%) were women.
6244,The youngest patient was 40 years old and the oldest patient was 86 years old.
6247,"Region Countries Number of Patients Europe Belgium, France, Germany, Italy, Spain, United Kingdom 135 North America Canada, Mexico, United States 64 Asia India, Japan, Korea 67 Australia Australia 7 How was this study done?"
6249,Patients in one group took nintedanib and sildenafil.
6266,17 July 2019 BI 1199.36 Page 4 of 6 Patients took the study drugs for 24 weeks so that we could also study unwanted effects.
6272,106 out of 137 patients (77%) who took nintedanib and sildenafil had unwanted effects.
6275,"Unwanted effect Nintedanib and Sildenafil (137 patients) Nintedanib (136 patients) Diarrhoea 73 patients (53%) 59 patients (43%) Nausea 20 patients (15%) 9 patients (7%) Decreased appetite 16 patients (12%) 16 patients (12%) Vomiting 13 patients (10%) 7 patients (5%) Indigestion (dyspepsia) 9 patients (7%) 2 patients (2%) Headache 9 patients (7%) 1 patient (1%) Increase in an enzyme that may indicate problems with your liver (alanine aminotransferase) 7 patients (5%) 7 patients (5%) 17 July 2019 BI 1199.36 Page 5 of 6 Some unwanted effects were serious because they required a visit to hospital, were life- threatening, or fatal."
6284,Go to and search for the study number BI 1199.36.
6296,17 July 2019 BI 1199.36 Page 6 of 6 Important notice This summary shows only the results from one study and may not represent all of the knowledge about the medicine studied.
6313,Lay summary 1199.13 BI 1199.13 Final OS Analysis; Revision No.
6314,1 05 Jul 2018 Page 1 of 6 The LUME Lung 1 study of nintedanib with docetaxel compared to docetaxel in patients with lung cancer that has returned or spread This is a summary of a clinical study in lung cancer.
6337,BI 1199.13 Final OS Analysis; Revision No.
6338,1 05 Jul 2018 Page 2 of 6 Which medicines were studied?
6356,"Geographical Region Countries Number of Patients Europe Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, France, Georgian Republic, Germany, Greece, Israel, Italy, Lithuania, Poland, Portugal, Romania, Russia, Slovakia, Spain, Switzerland, Ukraine, United Kingdom 985 patients Asia China, India, South Korea 308 patients South Africa South Africa 21 patients How was this study done?"
6365,1 05 Jul 2018 Page 3 of 6 Patients in the nintedanib and docetaxel group started on a nintedanib dose of 200 milligrams (mg) twice a day.
6370,The doctors decreased the dose if the patients had side effects that they could not tolerate.
6376,"They looked at progression-free survival and overall survival of: All patients, and Patients with a special type of NSCLC called adenocarcinoma Patients visited their doctor regularly."
6396,1 05 Jul 2018 Page 4 of 6 Researchers calculated the risk of the cancer growing or the patient dying for patients with adenocarcinoma.
6410,10.1 months 9.1 months Nintedanib and docetaxel Placebo and docetaxel Overall survival This figure shows the average time it took from starting study treatment until the patient died (overall survival).
6412,3.4 months 2.7 months Nintedanib and docetaxel Placebo and docetaxel Overall survival This figure shows the average time it took from starting study treatment until the cancer grew again or the patient died (progression-free survival).
6414,Progression-free survival Overall survival Nintedanib and docetaxel Docetaxel alone 4.2 months 2.8 months 12.6 months 10.3 months Patients with Adenocarcinoma This figure shows the average progression-free survival and the average overall survival for both treatment groups.
6417,1 05 Jul 2018 Page 5 of 6 Were there any unwanted effects?
6422,Nintedanib and docetaxel (652 patients) Placebo and docetaxel (655 patients) Patients with any unwanted effect 498 patients (76%) 446 patients (68%) Diarrhoea 217 patients (33%) 99 patients (15%) Reduced number of a type of white blood cells (neutrophil count decreased) 192 patients (29%) 183 patients (28%) Increase in a liver enzyme (ALT increased) 152 patients (23%) 42 patients (6%) Increase in a liver enzyme (AST increased) 126 patients (19%) 30 patients (5%) Reduced number of all white blood cells (WBC count decreased) 122 patients (19%) 119 patients (18%) Nausea 112 patients (17%) 78 patients (12%) Feeling tired (fatigue) 104 patients (16%) 100 patients (15%) Some unwanted effects were serious because they required a visit to hospital or a longer stay in hospital.
6431,1 05 Jul 2018 Page 6 of 6 Are there follow-up studies?
6436,You can find the scientific summaries of the study results at these websites: www.trials.boehringer-ingelheim.com search for the study number: 1199.13 www.clinicaltrialsregister.eu/ctr- search search for the EudraCT number: 2007-004803-36 www.clinicaltrials.gov search for the NCT number: NCT00805194 The sponsor of this study was Boehringer Ingelheim.
6455,1363-0007-lay-summary_english 07 March 2019 BI 1363.7 Page 1 of 4 A study of the effects of BI 443651 on the lung function of patients with asthma This is a summary of a clinical study in asthma.
6476,"07 March 2019 BI 1363.7 Page 2 of 4 Overall, 37 patients took part in this study."
6506,07 March 2019 BI 1363.7 Page 3 of 4 None of the unwanted effects were serious.
