origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_auto;2864;Falls, assaults, and sports injuries are other causes.;1;Falls;disease;Unknown;[]
wiki_auto;2864;Falls, assaults, and sports injuries are other causes.;2;assaults;disease;Unknown;[]
wiki_auto;2864;Falls, assaults, and sports injuries are other causes.;3;sports injuries;disease;D001265;['C0004161']
wiki_auto;2865;"Pulmonary contusion can also be caused by explosions; the organs most vulnerable to blast injuries are those that contain gas, such as the lungs.";1;Pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2865;"Pulmonary contusion can also be caused by explosions; the organs most vulnerable to blast injuries are those that contain gas, such as the lungs.";2;blast injuries;disease;D001753;['C0005700']
wiki_auto;2866;Blast lung is severe pulmonary contusion, bleeding, or edema with damage to alveoli and blood vessels, or a combination of these.;1;pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2866;Blast lung is severe pulmonary contusion, bleeding, or edema with damage to alveoli and blood vessels, or a combination of these.;2;edema;disease;D004487;['C0013604', 'C0151603']
wiki_auto;2868;Unlike other mechanisms of injury in which pulmonary contusion is often found alongside other injuries, explosions can cause pulmonary contusion without damage to the chest wall.In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.;1;pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2868;Unlike other mechanisms of injury in which pulmonary contusion is often found alongside other injuries, explosions can cause pulmonary contusion without damage to the chest wall.In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.;2;pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2868;Unlike other mechanisms of injury in which pulmonary contusion is often found alongside other injuries, explosions can cause pulmonary contusion without damage to the chest wall.In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.;3;blunt trauma;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
wiki_auto;2868;Unlike other mechanisms of injury in which pulmonary contusion is often found alongside other injuries, explosions can cause pulmonary contusion without damage to the chest wall.In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.;4;penetrating trauma;disease;D020197;['C0751794', 'C0751795', 'C0751796']
wiki_auto;2868;Unlike other mechanisms of injury in which pulmonary contusion is often found alongside other injuries, explosions can cause pulmonary contusion without damage to the chest wall.In addition to blunt trauma, penetrating trauma can cause pulmonary contusion.;5;pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2869;Protective garments can also prevent pulmonary contusion in explosions.;1;pulmonary contusion;disease;D006406;['C0018944']
wiki_auto;2870;Lassa fever, also known as Lassa hemorrhagic fever (LHF), is a type of viral hemorrhagic fever caused by the Lassa virus.;1;Lassa fever;disease;D007835;['C0023092']
wiki_auto;2870;Lassa fever, also known as Lassa hemorrhagic fever (LHF), is a type of viral hemorrhagic fever caused by the Lassa virus.;2;Lassa hemorrhagic fever;disease;D007835;['C0023092']
wiki_auto;2870;Lassa fever, also known as Lassa hemorrhagic fever (LHF), is a type of viral hemorrhagic fever caused by the Lassa virus.;3;LHF;disease;Unknown;[]
wiki_auto;2870;Lassa fever, also known as Lassa hemorrhagic fever (LHF), is a type of viral hemorrhagic fever caused by the Lassa virus.;4;viral hemorrhagic fever;disease;D006482;['C0019104']
wiki_auto;2872;Pleurisy, also known as pleuritis, is inflammation of the membranes that surround the lungs and line the chest cavity (pleurae).;1;Pleurisy;disease;D010998;['C0032231']
wiki_auto;2872;Pleurisy, also known as pleuritis, is inflammation of the membranes that surround the lungs and line the chest cavity (pleurae).;2;pleuritis;disease;D010998;['C0032231']
wiki_auto;2872;Pleurisy, also known as pleuritis, is inflammation of the membranes that surround the lungs and line the chest cavity (pleurae).;3;inflammation of the membranes;disease;D007249;['C0021368']
wiki_auto;2874;While Crohn's is an immune-related disease, it does not appear to be an autoimmune disease (in that the immune system is not being triggered by the body itself).;1;Crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
wiki_auto;2874;While Crohn's is an immune-related disease, it does not appear to be an autoimmune disease (in that the immune system is not being triggered by the body itself).;2;immune-related disease;disease;D004194;['C0012634']
wiki_auto;2874;While Crohn's is an immune-related disease, it does not appear to be an autoimmune disease (in that the immune system is not being triggered by the body itself).;3;autoimmune disease;disease;D001327;['C0004364']
wiki_auto;2875;"The exact underlying immune problem is not clear; however, it may be an immunodeficiency state.";1;immunodeficiency;disease;Unknown;[]
wiki_auto;2876;Crohn's disease is one type of inflammatory bowel disease (IBD).;2;inflammatory bowel;disease;D015212;['C0021390']
wiki_auto;2878;Crohn's disease is a chronic condition for which there is no known cure.;1;Crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
wiki_auto;2879;Esophageal candidiasis is an opportunistic infection of the esophagus by Candida albicans.;1;Esophageal candidiasis;disease;Unknown;[]
wiki_auto;2879;Esophageal candidiasis is an opportunistic infection of the esophagus by Candida albicans.;2;opportunistic;disease;Unknown;[]
wiki_auto;2879;Esophageal candidiasis is an opportunistic infection of the esophagus by Candida albicans.;3;infection of the esophagus;disease;D007239;['C3714514']
wiki_auto;2879;Esophageal candidiasis is an opportunistic infection of the esophagus by Candida albicans.;4;Candida albicans;species;Unknown;[]
wiki_auto;2880;People with esophageal candidiasis typically present with difficult or painful swallowing.;1;esophageal candidiasis;disease;Unknown;[]
wiki_auto;2881;Longstanding esophageal candidiasis can result in weight loss.;1;esophageal candidiasis;disease;Unknown;[]
wiki_auto;2881;Longstanding esophageal candidiasis can result in weight loss.;2;esophageal candidiasis;disease;Unknown;[]
wiki_auto;2892;In mild hypothermia there is shivering and mental confusion.;1;hypothermia;disease;D007035;['C0020672', 'C0274285']
wiki_auto;2892;In mild hypothermia there is shivering and mental confusion.;2;shivering;disease;Unknown;[]
wiki_auto;2892;In mild hypothermia there is shivering and mental confusion.;3;mental confusion;disease;D003221;['C0009676', 'C0751053', 'C0152124', 'C0233407', 'C0813178']
wiki_auto;2893;Hypothermia is often defined as any body temperature below 35.0 °C (95.0 °F).;1;Hypothermia;disease;D007035;['C0020672', 'C0274285']
wiki_auto;2894;The redness and itching typically occurs on cheeks, ears, fingers, and toes.;1;itching;disease;D011537;['C0033774']
wiki_auto;2895;Lips, ears, fingers, and toes may become blue.;1;Lips;disease;D008047;['C0023760']
wiki_auto;2896;It was first described in 1874 by Karl Ludwig Kahlbaum, in German: Die Katatonie oder das Spannungsirresein (Catatonia or Tension Insanity).;1;Catatonia;disease;D002389;['C0007398', 'C0338650', 'C0750992', 'C0750993']
wiki_auto;2897;Steatopygia is the state of having substantial levels of tissue on the buttocks and thighs.;1;Steatopygia;disease;Unknown;[]
wiki_auto;2899;Peptide synthesis Proteopathy Amyloidosis at Curlie (based on DMOZ) National Press Club Luncheon with Michael York, August 2016.;1;Proteopathy;disease;Unknown;[]
wiki_auto;2899;Peptide synthesis Proteopathy Amyloidosis at Curlie (based on DMOZ) National Press Club Luncheon with Michael York, August 2016.;2;Amyloidosis;disease;D000686;['C0002726']
wiki_auto;2900;Michael York who has amyloidosis, speaks from 4:00-60:00;1;amyloidosis;disease;D000686;['C0002726']
wiki_auto;2901;Generalized anxiety disorder (GAD) is an anxiety disorder characterized by excessive, uncontrollable and often irrational worry about events or activities.;1;Generalized anxiety disorder;disease;Unknown;[]
wiki_auto;2901;Generalized anxiety disorder (GAD) is an anxiety disorder characterized by excessive, uncontrollable and often irrational worry about events or activities.;2;GAD;disease;Unknown;[]
wiki_auto;2901;Generalized anxiety disorder (GAD) is an anxiety disorder characterized by excessive, uncontrollable and often irrational worry about events or activities.;3;anxiety disorder;disease;D001008;['C0003469', 'C0376280', 'C1279420']
wiki_auto;2902;Avoiding nicotine also can decrease the risk for the development of anxiety disorders including generalized anxiety disorder.;1;nicotine;drug;Unknown;[]
wiki_auto;2902;Avoiding nicotine also can decrease the risk for the development of anxiety disorders including generalized anxiety disorder.;2;anxiety disorders;disease;D001008;['C0003469', 'C0376280', 'C1279420']
wiki_auto;2902;Avoiding nicotine also can decrease the risk for the development of anxiety disorders including generalized anxiety disorder.;3;generalized anxiety disorder;disease;Unknown;[]
wiki_auto;2903;Other common symptoms include intense perceptual disturbance such as visions of insects, snakes, or rats.;1;rats;species;Unknown;[]
wiki_auto;2904;This test is usually abnormal with conductive hearing loss.;1;conductive hearing loss;disease;D006314;['C0018777']
wiki_auto;2905;If conductive hearing loss is due to head trauma, surgical repair is an option.;1;conductive hearing loss;disease;D006314;['C0018777']
wiki_auto;2905;If conductive hearing loss is due to head trauma, surgical repair is an option.;2;head trauma;disease;D006259;['C0018674', 'C0347536', 'C0518454', 'C0451948', 'C0451981', 'C0555305', 'C0751181', 'C0751182', 'C0751183', 'C0751184']
wiki_auto;2906;There are four grades of microtia: Grade I: A less than complete development of the external ear with identifiable structures and a small but present external ear canal Grade II: A partially developed ear (usually the top portion is underdeveloped) with a closed stenotic external ear canal producing a conductive hearing loss.;1;microtia;disease;C537772;[]
wiki_auto;2906;There are four grades of microtia: Grade I: A less than complete development of the external ear with identifiable structures and a small but present external ear canal Grade II: A partially developed ear (usually the top portion is underdeveloped) with a closed stenotic external ear canal producing a conductive hearing loss.;2;conductive hearing loss;disease;D006314;['C0018777']
wiki_auto;2907;Hemorrhoids, also called piles, are vascular structures in the anal canal.;1;Hemorrhoids;disease;D006484;['C0019112']
wiki_auto;2908;External hemorrhoids often result in pain and swelling in the area of the anus.;1;External hemorrhoids;disease;Unknown;[]
wiki_auto;2909;This may include constipation, diarrhea and sitting on the toilet for a long time.;1;constipation;disease;D003248;['C0009806', 'C0237326', 'C1257861']
wiki_auto;2909;This may include constipation, diarrhea and sitting on the toilet for a long time.;2;diarrhea;disease;C565627;['C1857276']
wiki_auto;2910;Hemorrhoids are also more common during pregnancy.;1;Hemorrhoids;disease;D006484;['C0019112']
wiki_auto;2911;Hemorrhoids are typically diagnosed by physical examination.;1;Hemorrhoids;disease;D006484;['C0019112']
wiki_auto;2912;Internal hemorrhoids originate above the dentate line.;1;hemorrhoids;disease;D006484;['C0019112']
wiki_auto;2915;Decreasing time spent on the toilet and not straining is also recommended.While many topical agents and suppositories are available for the treatment of hemorrhoids, little evidence supports their use.;1;hemorrhoids;disease;D006484;['C0019112']
wiki_auto;2916;Children who do not get adequate amounts of vitamin D are at increased risk of rickets.;1;vitamin D;drug;Unknown;[]
wiki_auto;2916;Children who do not get adequate amounts of vitamin D are at increased risk of rickets.;2;rickets;disease;Unknown;[]
wiki_auto;2918;Primary biliary cirrhosis is a serious autoimmune disease of the bile capillaries.;1;Primary biliary cirrhosis;disease;D008105;['C0023892', 'C0238065', 'C0008312']
wiki_auto;2918;Primary biliary cirrhosis is a serious autoimmune disease of the bile capillaries.;2;autoimmune disease of the bile capillaries;disease;D001327;['C0004364']
wiki_auto;2920;Dust storms arise when a gust front or other strong wind blows loose sand and dirt from a dry surface.;1;Dust storms;disease;Unknown;[]
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;1;Cyclic vomiting syndrome;disease;D008881;['C0149931', 'C0270858', 'C0521664', 'C0007852', 'C0700438', 'C0018984', 'C0042331', 'C0338489']
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;2;cyclical vomiting syndrome;disease;Unknown;[]
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;3;nausea;disease;D009325;['C0027497']
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;4;vomiting;disease;D014839;['C0042963']
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;5;abdominal pain;disease;D015746;['C0000737', 'C3888418']
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;6;headaches;disease;D006261;['C0018681', 'C0423623', 'C0474366', 'C0028838', 'C0751189', 'C0751186', 'C0751187', 'C0751190', 'C0423618', 'C0877781', 'C0751192']
wiki_auto;2921;Cyclic vomiting syndrome (US English) or cyclical vomiting syndrome (UK English) (CVS) is a chronic functional condition of unknown cause characterised by recurring attacks of intense nausea, vomiting, and sometimes abdominal pain, headaches, or migraines.;7;migraines;disease;D008881;['C0149931', 'C0270858', 'C0521664', 'C0007852', 'C0700438', 'C0018984', 'C0042331', 'C0338489']
wiki_auto;2922;Alveolar rhabdomyosarcoma (ARMS) is the second most common type.;1;Alveolar rhabdomyosarcoma;disease;D018232;['C0206655']
wiki_auto;2922;Alveolar rhabdomyosarcoma (ARMS) is the second most common type.;2;ARMS;disease;Unknown;[]
wiki_auto;2922;Alveolar rhabdomyosarcoma (ARMS) is the second most common type.;3;Alveolar rhabdomyosarcoma;disease;D018232;['C0206655']
wiki_auto;2922;Alveolar rhabdomyosarcoma (ARMS) is the second most common type.;4;ARMS;disease;Unknown;[]
wiki_auto;2926;Former U.S. President George H. W. Bush and his wife Barbara Bush were both diagnosed with Graves' disease and goitres, within two years of each other.;1;Graves' disease;disease;D006111;['C0018213']
wiki_auto;2926;Former U.S. President George H. W. Bush and his wife Barbara Bush were both diagnosed with Graves' disease and goitres, within two years of each other.;2;goitres;disease;D006042;['C0018021']
wiki_auto;2927;The disease caused hyperthyroidism and cardiac dysrhythmia.;1;hyperthyroidism;disease;D006980;['C0020550', 'C3714618']
wiki_auto;2927;The disease caused hyperthyroidism and cardiac dysrhythmia.;2;cardiac dysrhythmia;disease;D001145;['C0003811']
wiki_auto;2928;Scrapie is a fatal, degenerative disease that affects the nervous systems of sheep and goats.;1;Scrapie;disease;D012608;['C0036457']
wiki_auto;2928;Scrapie is a fatal, degenerative disease that affects the nervous systems of sheep and goats.;2;degenerative disease;disease;Unknown;[]
wiki_auto;2928;Scrapie is a fatal, degenerative disease that affects the nervous systems of sheep and goats.;3;sheep;species;Unknown;[]
wiki_auto;2928;Scrapie is a fatal, degenerative disease that affects the nervous systems of sheep and goats.;4;goats;species;Unknown;[]
wiki_auto;2929;Erythema ab igne (EAI), also known as hot water bottle rash, is a skin condition caused by long-term exposure to heat (infrared radiation).;1;Erythema;disease;D004890;['C0041834']
wiki_auto;2929;Erythema ab igne (EAI), also known as hot water bottle rash, is a skin condition caused by long-term exposure to heat (infrared radiation).;2;EAI;disease;Unknown;[]
wiki_auto;2929;Erythema ab igne (EAI), also known as hot water bottle rash, is a skin condition caused by long-term exposure to heat (infrared radiation).;3;hot water bottle rash;disease;D005076;['C0015230']
wiki_auto;2929;Erythema ab igne (EAI), also known as hot water bottle rash, is a skin condition caused by long-term exposure to heat (infrared radiation).;4;skin condition;disease;D012871;['C0037274']
wiki_auto;2930;Some people may complain of mild itchiness and a burning sensation, but often, unless a change in pigmentation is seen, it can go unnoticed.;1;itchiness;disease;D011537;['C0033774']
wiki_auto;2932;Male breast cancer (male breast neoplasm) is a rare cancer in males that originates from the breast.;1;Male breast cancer;disease;D018567;['C0242788', 'C0238033']
wiki_auto;2932;Male breast cancer (male breast neoplasm) is a rare cancer in males that originates from the breast.;2;male breast neoplasm;disease;D018567;['C0242788', 'C0238033']
wiki_auto;2932;Male breast cancer (male breast neoplasm) is a rare cancer in males that originates from the breast.;3;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
wiki_auto;2933;Many males with breast cancer have inherited a BRCA mutation, but there are other causes, including alcohol abuse and exposure to certain hormones and ionizing radiation.;1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
wiki_auto;2933;Many males with breast cancer have inherited a BRCA mutation, but there are other causes, including alcohol abuse and exposure to certain hormones and ionizing radiation.;2;BRCA mutation;gene;Unknown;[]
wiki_auto;2933;Many males with breast cancer have inherited a BRCA mutation, but there are other causes, including alcohol abuse and exposure to certain hormones and ionizing radiation.;3;alcohol abuse;disease;D000437;['C0001973', 'C0085762', 'C0001956']
wiki_auto;2933;Many males with breast cancer have inherited a BRCA mutation, but there are other causes, including alcohol abuse and exposure to certain hormones and ionizing radiation.;4;alcohol;drug;Unknown;[]
wiki_auto;2935;"In addition to TNM staging surgical staging for breast cancer is used; it is the same as in female breast cancer and facilitates treatment and analysis.";1;breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
wiki_auto;2935;"In addition to TNM staging surgical staging for breast cancer is used; it is the same as in female breast cancer and facilitates treatment and analysis.";2;female breast cancer;disease;Unknown;[]
wiki_auto;2936;Stage I is an invasive breast cancer with the tumor not exceeding 2 cm and absence of lymph node involvement.;1;invasive breast cancer;disease;Unknown;[]
wiki_auto;2936;Stage I is an invasive breast cancer with the tumor not exceeding 2 cm and absence of lymph node involvement.;2;tumor;disease;Unknown;[]
wiki_auto;2938;Prognostically favorable are smaller tumor size and absence or paucity of local lymph node involvement.;1;tumor;disease;Unknown;[]
wiki_auto;2939;Stevens–Johnson syndrome (SJS) is a type of severe skin reaction.;1;Stevens–Johnson syndrome;disease;D013262;['C0038325', 'C0014518', 'C3658301', 'C1274933', 'C3658302']
wiki_auto;2939;Stevens–Johnson syndrome (SJS) is a type of severe skin reaction.;2;SJS;disease;D010009;['C0029422', 'C0038015', 'C0025237', 'C0036391', 'C3541456', 'C0432272', 'C0013366', 'C0026760']
wiki_auto;2943;Vaginal cancer is a malignant tumor that forms in the tissues of the vagina.;1;Vaginal cancer;disease;D014625;['C0042237', 'C0042258']
wiki_auto;2943;Vaginal cancer is a malignant tumor that forms in the tissues of the vagina.;2;malignant tumor;disease;D009369;['C0027651', 'C0086692', 'C0006826']
wiki_auto;2944;Vaginal cancer occurs more often in women over age 50, but can occur at any age, even in infancy.;1;Vaginal cancer;disease;D014625;['C0042237', 'C0042258']
wiki_auto;2949;Appendix cancer or appendiceal cancers are rare malignancies of the vermiform appendix.;1;Appendix cancer;disease;D001063;['C0003614', 'C0496779']
wiki_auto;2949;Appendix cancer or appendiceal cancers are rare malignancies of the vermiform appendix.;2;appendiceal cancers;disease;D001063;['C0003614', 'C0496779']
wiki_auto;2949;Appendix cancer or appendiceal cancers are rare malignancies of the vermiform appendix.;3;malignancies of the vermiform appendix;disease;D016609;['C0085183', 'C0086696', 'C0877578', 'C0751623']
wiki_auto;2950;Gastrointestinal stromal tumors are rare tumors with malignant potential.;1;Gastrointestinal stromal tumors;disease;D046152;['C0238198', 'C3179349']
wiki_auto;2950;Gastrointestinal stromal tumors are rare tumors with malignant potential.;2;tumors;disease;Unknown;[]
wiki_auto;2951;Primary lymphomas can occur in the appendix.;1;Primary lymphomas;disease;D054685;['C1292753']
wiki_auto;2952;Breast cancer, colon cancer, and tumors of the female genital tract may metastasize to the appendix.;1;Breast cancer;disease;D001943;['C1458155', 'C0006142', 'C1257931', 'C0678222']
wiki_auto;2952;Breast cancer, colon cancer, and tumors of the female genital tract may metastasize to the appendix.;2;colon cancer;disease;D003110;['C0009375', 'C0007102']
wiki_auto;2952;Breast cancer, colon cancer, and tumors of the female genital tract may metastasize to the appendix.;3;tumors of the female genital tract;disease;Unknown;[]
wiki_auto;2953;Botulism is a rare and potentially fatal illness caused by a toxin produced by the bacterium Clostridium botulinum.;1;Botulism;disease;D001906;['C0006057', 'C0238027', 'C1306794', 'C1739094']
wiki_auto;2953;Botulism is a rare and potentially fatal illness caused by a toxin produced by the bacterium Clostridium botulinum.;2;Clostridium botulinum;species;Unknown;[]
wiki_auto;2954;They produce the botulinum toxin when exposed to low oxygen levels and certain temperatures.;1;botulinum toxin;gene;Unknown;[]
wiki_auto;2954;They produce the botulinum toxin when exposed to low oxygen levels and certain temperatures.;2;oxygen;drug;Unknown;[]
wiki_auto;2960;There is no evidence that pedophilia can be cured.;1;pedophilia;disease;D010378;['C0030764']
wiki_auto;2961;Thyroid cancer is cancer that develops from the tissues of the thyroid gland.;1;Thyroid cancer;disease;D013964;['C0040136', 'C0549473', 'C0151468']
wiki_auto;2961;Thyroid cancer is cancer that develops from the tissues of the thyroid gland.;2;cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
wiki_auto;2964;The early stages of Alzheimer's disease are difficult to diagnose.;1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_auto;2965;Alzheimer's disease at Curlie (based on DMOZ);1;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_auto;2965;Alzheimer's disease at Curlie (based on DMOZ);2;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_auto;2965;Alzheimer's disease at Curlie (based on DMOZ);3;DMOZ;drug;Unknown;[]
wiki_auto;2980;It is a distinct entity from the more common colorectal cancer.;1;colorectal cancer;disease;D015179;['C1527249', 'C0009402', 'C0009404']
wiki_auto;2981;Anal cancer is typically an anal squamous cell carcinoma that arises near the squamocolumnar junction, often linked to human papillomavirus (HPV) infection.;1;Anal cancer;disease;D001005;['C0003463', 'C0279637']
wiki_auto;2981;Anal cancer is typically an anal squamous cell carcinoma that arises near the squamocolumnar junction, often linked to human papillomavirus (HPV) infection.;2;anal squamous cell carcinoma;disease;Unknown;[]
wiki_auto;2981;Anal cancer is typically an anal squamous cell carcinoma that arises near the squamocolumnar junction, often linked to human papillomavirus (HPV) infection.;3;human papillomavirus (HPV) infection;disease;D030361;['C0343641']
wiki_auto;2982;Most anal cancers are squamous cell carcinomas (epidermoid carcinomas), that arises near the squamocolumnar junction.;1;anal cancers;disease;D001005;['C0003463', 'C0279637']
wiki_auto;2982;Most anal cancers are squamous cell carcinomas (epidermoid carcinomas), that arises near the squamocolumnar junction.;2;squamous cell carcinomas;disease;D002294;['C0007137']
wiki_auto;2982;Most anal cancers are squamous cell carcinomas (epidermoid carcinomas), that arises near the squamocolumnar junction.;3;epidermoid carcinomas;disease;D002294;['C0007137']
wiki_auto;2983;The American Cancer Society estimated that in 2014 about 7,060 new cases of anal cancer would be diagnosed in the United States (4,430 in women and 2,630 in men).;1;Cancer;disease;D002277;['C0007097', 'C0205696', 'C0205697', 'C0205699', 'C0205698']
wiki_auto;2983;The American Cancer Society estimated that in 2014 about 7,060 new cases of anal cancer would be diagnosed in the United States (4,430 in women and 2,630 in men).;2;anal cancer;disease;D001005;['C0003463', 'C0279637']
wiki_auto;2985;The first example of a dyotropic rearrangement involving a carbon-carbon bond was reported by Cyril A. Grob and Saul Winstein.;1;carbon;drug;Unknown;[]
wiki_auto;2985;The first example of a dyotropic rearrangement involving a carbon-carbon bond was reported by Cyril A. Grob and Saul Winstein.;2;carbon;drug;Unknown;[]
wiki_auto;2986;They observed the interconversion of 2 bromine atoms in a certain steroid.;1;bromine;drug;Unknown;[]
wiki_auto;2986;They observed the interconversion of 2 bromine atoms in a certain steroid.;2;steroid;drug;D013256;['C0038317', 'C0007401']
wiki_auto;2987;In a straightforward example the two bromine atoms in 3-tert-butyl-trans-1,2-dibromohexane mutarotate by heating.;1;bromine;drug;Unknown;[]
wiki_auto;2987;In a straightforward example the two bromine atoms in 3-tert-butyl-trans-1,2-dibromohexane mutarotate by heating.;2;3-tert-butyl-trans-1,2-dibromohexane;drug;Unknown;[]
wiki_auto;2988;In the transition state both bromine atoms connect symmetrically to both carbon atoms on opposite sides and the reaction is concerted.;1;bromine;drug;Unknown;[]
wiki_auto;2988;In the transition state both bromine atoms connect symmetrically to both carbon atoms on opposite sides and the reaction is concerted.;2;carbon;drug;Unknown;[]
wiki_auto;2990;In organic synthesis an important application is the conversion of 4-substituted-gamma-lactones to butyrolactones.;1;4-substituted-gamma-lactones;drug;Unknown;[]
wiki_auto;2990;In organic synthesis an important application is the conversion of 4-substituted-gamma-lactones to butyrolactones.;2;butyrolactones;drug;Unknown;[]
wiki_auto;2991;Type I dyotropic rearrangements also occur around carbon-oxygen bonds, such as the thermal equilibration of RRSi1R3C-O-Si2R3 to RRSi2R3C-O-Si1R3.;1;carbon;drug;Unknown;[]
wiki_auto;2991;Type I dyotropic rearrangements also occur around carbon-oxygen bonds, such as the thermal equilibration of RRSi1R3C-O-Si2R3 to RRSi2R3C-O-Si1R3.;2;oxygen;drug;Unknown;[]
wiki_auto;2991;Type I dyotropic rearrangements also occur around carbon-oxygen bonds, such as the thermal equilibration of RRSi1R3C-O-Si2R3 to RRSi2R3C-O-Si1R3.;3;O;drug;Unknown;[]
wiki_auto;2991;Type I dyotropic rearrangements also occur around carbon-oxygen bonds, such as the thermal equilibration of RRSi1R3C-O-Si2R3 to RRSi2R3C-O-Si1R3.;4;O;drug;Unknown;[]
wiki_auto;2992;More dyotropic reactions are found involving N-O bonds and N-N bonds.;1;N;drug;Unknown;[]
wiki_auto;2992;More dyotropic reactions are found involving N-O bonds and N-N bonds.;2;O;drug;Unknown;[]
wiki_auto;2992;More dyotropic reactions are found involving N-O bonds and N-N bonds.;3;N-N;drug;Unknown;[]
wiki_auto;2993;Type II rearrangements often involve double hydrogen migration in a carbon skeleton.;1;hydrogen;drug;Unknown;[]
wiki_auto;2993;Type II rearrangements often involve double hydrogen migration in a carbon skeleton.;2;carbon;drug;Unknown;[]
wiki_auto;2995;An example is hydrogen transfer in syn-sesquinorbornene disulfones.;1;hydrogen;drug;Unknown;[]
wiki_auto;2995;An example is hydrogen transfer in syn-sesquinorbornene disulfones.;2;syn-sesquinorbornene disulfones;drug;Unknown;[]
wiki_auto;2996;Plague is an infectious disease caused by the bacterium Yersinia pestis.;1;Plague;disease;D010930;['C0032064', 'C0282312', 'C0524687', 'C0524688', 'C0917716', 'C0152936']
wiki_auto;2996;Plague is an infectious disease caused by the bacterium Yersinia pestis.;2;infectious disease;disease;D003141;['C0009450']
wiki_auto;2996;Plague is an infectious disease caused by the bacterium Yersinia pestis.;3;Yersinia pestis;species;Unknown;[]
wiki_auto;2997;Chronic obstructive pulmonary disease (COPD) is a type of obstructive lung disease characterized by long-term breathing problems and poor airflow.;1;Chronic obstructive pulmonary disease;disease;D029424;['C0024117', 'C1527303']
wiki_auto;2997;Chronic obstructive pulmonary disease (COPD) is a type of obstructive lung disease characterized by long-term breathing problems and poor airflow.;2;COPD;disease;D029424;['C0024117', 'C1527303']
wiki_auto;2997;Chronic obstructive pulmonary disease (COPD) is a type of obstructive lung disease characterized by long-term breathing problems and poor airflow.;3;obstructive lung disease;disease;D008173;['C0600260']
wiki_auto;2998;In the United States, COPD is estimated to be the third leading cause of death in 2011.;1;COPD;disease;D029424;['C0024117', 'C1527303']
wiki_auto;3000;Color blindness can also result from physical or chemical damage to the eye, optic nerve or parts of the brain.;1;Color blindness;disease;Unknown;[]
wiki_auto;3002;This is a rare form of color blindness.;1;color blindness;disease;Unknown;[]
wiki_auto;3003;This form of color blindness is not sex-linked.;1;color blindness;disease;Unknown;[]
wiki_auto;3005;It is encoded at the same place as red-green color blindness on the X chromosome.;1;color;disease;Unknown;[]
wiki_auto;3006;In addition, some color blind people find it easier to distinguish problem colors on artificial materials, such as plastic or in acrylic paints, than on natural materials, such as paper or wood.;1;color blind;disease;Unknown;[]
