sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
144991;So has ramadan.;1;ramadan;drug;Unknown;[]
145001;I'll let foreman know that the 16-year-old patient with severe edema can wait.;1;edema;disease;D004487;['C0013604', 'C0151603']
145016;It doesn't have to be rhabdo.;1;rhabdo;disease;D012206;['C0035410']
145017;The swelling could also be caused by deep vein thrombosis.;1;deep vein thrombosis;disease;D020246;['C0042487', 'C0149871']
145018;could be anaphylaxis or some heart condition that we don't--;1;anaphylaxis;disease;D000707;['C0002792']
145018;could be anaphylaxis or some heart condition that we don't--;2;heart condition;disease;D006331;['C0018799']
145054;please...morphine.;1;morphine;drug;Unknown;[]
145061;Ck levels point to rhabdo.;1;Ck;gene;Unknown;[]
145063;Of muscle crush.;1;muscle crush;disease;Unknown;[]
145071;rhabdo elevates the potassium.;1;rhabdo;disease;D012206;['C0035410']
145071;rhabdo elevates the potassium.;2;potassium;drug;Unknown;[]
145074;given this rate of muscle fatigue,;1;muscle fatigue;disease;D005221;['C0015672', 'C0086525']
145077;Low potassium means no jump,;1;potassium;drug;Unknown;[]
145080;Ergo, something else caused both the rhabdo;1;Ergo;drug;Unknown;[]
145081;And the low potassium.;1;potassium;drug;Unknown;[]
145083;we need to find the cause of your low potassium.;1;potassium;drug;Unknown;[]
145084;You could have a kidney disorder,;1;kidney disorder;disease;D007674;['C0022658']
145085;Leukemia, adenoma.;1;Leukemia;disease;D007938;['C0023418']
145085;Leukemia, adenoma.;2;adenoma;disease;D003123;['C0009405', 'C1333990']
145155;it's not bulimia.;1;bulimia;disease;D052018;['C2267227']
145177;A gas leak, arsenic in the wallpaper,;1;arsenic;drug;Unknown;[]
145277;Someone needs to say what life is really like now;1;Someone;species;Unknown;[]
145282;The oncology department is subsidized by drug companies.;1;oncology;disease;Unknown;[]
145313;We should start treating her with flumazenil.;1;flumazenil;drug;D005442;['C0016293', 'C0700979', 'C0591091', 'C4082325', 'C4082326']
145314;Isn't the mrsa panel going on?;1;mrsa;gene;Unknown;[]
145333;Amobarbital could stop her heart.;1;Amobarbital;drug;D000654;['C0002640', 'C0037479', 'C1257712', 'C1257706', 'C0591086', 'C0004740', 'C1257708', 'C0592120', 'C1257704', 'C1257709', 'C1257707', 'C1257705', 'C1257710', 'C1257711', 'C4505362', 'C4082338']
145367;I figured i must sound like a moron.;1;moron;drug;Unknown;[]
145371;he said it was ecstasy.;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
145372;But it didn't look like ecstasy,;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
145374;How ecstasy usually does.;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
145395;Keener travels with his dog-- we're treating for rickettsia.;1;dog;species;Unknown;[]
145395;Keener travels with his dog-- we're treating for rickettsia.;2;rickettsia;disease;D012282;['C0035585']
145410;''end-stage lung cancer.;1;end-stage lung cancer;disease;D008175;['C0024121', 'C0242379']
145413;''i showed him how to use the morphine pump.;1;morphine;drug;Unknown;[]
145414;''i told him too much morphine would kill him,;1;morphine;drug;Unknown;[]
145470;it'd give here a unique susceptibility to vibrio, cause the swollen joints.;1;swollen;disease;Unknown;[]
145471;but it got attributed to bulimia,;1;bulimia;disease;D052018;['C2267227']
145473;with iron.;1;iron;drug;D007505;['C0022092', 'C0701988', 'C0721062', 'C1564587', 'C0719809', 'C0701987', 'C0720403', 'C1564585', 'C0876742', 'C0701985', 'C1564586', 'C0701986']
145544;I'll let Foreman know that the 16-Year-Old patient with severe edema can wait.;1;edema;disease;D004487;['C0013604', 'C0151603']
145547;We have to leave in an hour, so should we eenie-Meenie?;1;eenie;drug;Unknown;[]
145547;We have to leave in an hour, so should we eenie-Meenie?;2;Meenie;drug;Unknown;[]
145550;Could be anaphylaxis;1;anaphylaxis;disease;D000707;['C0002792']
145551;Or some heart condition that we don't-;1;heart condition;disease;D006331;['C0018799']
145556;Given this rate of muscle fatigue,;1;muscle fatigue;disease;D005221;['C0015672', 'C0086525']
145583;Sorry, your caffeine fix is on its way.;1;caffeine;drug;D002110;['C0006644', 'C1451824', 'C0699283', 'C1451826', 'C1451823', 'C1451827', 'C1608247', 'C0722959', 'C1451828', 'C0724373', 'C1451825']
145609;Or it could be your allergies.;1;allergies;disease;D006967;['C0020517', 'C1527304']
145630;I'll let Foreman know that the 16-year-old patient with severe edema can wait.;1;edema;disease;D004487;['C0013604', 'C0151603']
145634;She's got rhabdo.;1;rhabdo;disease;D012206;['C0035410']
145642;We have to leave in an hour, so should we eenie-meenie?;1;eenie;drug;Unknown;[]
145642;We have to leave in an hour, so should we eenie-meenie?;2;meenie;drug;Unknown;[]
145653;The swelling could be caused by deep vein thrombosis.;1;deep vein thrombosis;disease;D020246;['C0042487', 'C0149871']
145654;She has allergies.;1;allergies;disease;D006967;['C0020517', 'C1527304']
145655;Could be anaphylaxis or some heart condition that we don't...;1;anaphylaxis;disease;D000707;['C0002792']
145655;Could be anaphylaxis or some heart condition that we don't...;2;heart condition;disease;D006331;['C0018799']
145657;I know it's rhabdo.;1;rhabdo;disease;D012206;['C0035410']
145658;Foreman knows it's rhabdo.;1;rhabdo;disease;D012206;['C0035410']
145689;I'm driving up with Wilson.;1;Wilson;disease;D006527;['C0019202', 'C1527352']
145703;Morphine.;1;Morphine;drug;Unknown;[]
145713;CK levels point to rhabdo.;1;CK;gene;Unknown;[]
145713;CK levels point to rhabdo.;2;rhabdo;disease;D012206;['C0035410']
145714;Except for the part where imaging shows no sign of muscle crush.;1;muscle crush;disease;Unknown;[]
145725;The chart said her potassium's low.;1;potassium;drug;Unknown;[]
145726;Rhabdo elevates the potassium.;1;Rhabdo;gene;Unknown;[]
145726;Rhabdo elevates the potassium.;2;potassium;drug;Unknown;[]
145727;And monkey drums.;1;monkey;species;Unknown;[]
145730;Temporary muscle paralysis.;1;muscle paralysis;disease;Unknown;[]
145731;Given this rate of muscle fatigue, she couldn't have climbed stairs and then a fence to the pool.;1;muscle fatigue;disease;D005221;['C0015672', 'C0086525']
145732;Low potassium means no jump, means no trauma.;1;potassium;drug;Unknown;[]
145732;Low potassium means no jump, means no trauma.;2;trauma;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
145733;Tests mean ''yes rhabdo''.;1;rhabdo;disease;D012206;['C0035410']
145734;Ergo, something else caused both the rhabdo and the low potassium.;1;potassium;drug;Unknown;[]
145738;We need to find the cause of your low potassium.;1;potassium;drug;Unknown;[]
145739;You could have a kidney disorder, leukemia, adenoma.;1;kidney disorder;disease;D007674;['C0022658']
145739;You could have a kidney disorder, leukemia, adenoma.;2;leukemia;disease;D007938;['C0023418']
145739;You could have a kidney disorder, leukemia, adenoma.;3;adenoma;disease;D003123;['C0009405', 'C1333990']
145740;We need to know about any drugs or alcohol.;1;alcohol;drug;Unknown;[]
145782;Bulimia would account for her symptoms.;1;Bulimia;disease;D052018;['C2267227']
145783;A barium swallow for Mallory Weiss tears, start her on nutritional supplements, get a psych consult.;1;Mallory Weiss tears;disease;D008309;['C0024633']
145814;It's not bulimia.;1;bulimia;disease;D052018;['C2267227']
145830;A gas leak, arsenic in the wallpaper, fungus in the shower.;1;arsenic;drug;Unknown;[]
145871;I read your article on neural degeneration.;1;neural degeneration;disease;D009410;['C0027746']
145944;Someone needs to say what life is really like now for people who are dying.;1;Someone;species;Unknown;[]
145968;You'd cover your ass at the expense of someone's life?;1;someone;species;Unknown;[]
145974;We're talking about Keener.;1;Keener;drug;Unknown;[]
145978;Rufies OD explains all her symptoms.;1;Rufies OD;disease;Unknown;[]
145979;We should treat her with flumazenil.;1;flumazenil;drug;D005442;['C0016293', 'C0700979', 'C0591091', 'C4082325', 'C4082326']
145980;Isn't the MRSA panel going on?;1;MRSA;species;Unknown;[]
146000;Keener must have given her something.;1;Keener;drug;Unknown;[]
146006;Amobarbital would suppress her thalamus.;1;Amobarbital;drug;D000654;['C0002640', 'C0037479', 'C1257712', 'C1257706', 'C0591086', 'C0004740', 'C1257708', 'C0592120', 'C1257704', 'C1257709', 'C1257707', 'C1257705', 'C1257710', 'C1257711', 'C4505362', 'C4082338']
146025;I just spoke with Cuddy.;1;Cuddy;disease;Unknown;[]
146046;I figured I must sound like a moron.;1;moron;drug;Unknown;[]
146054;He said it was ecstasy.;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
146055;But it didn't look like ecstasy, and it didn't really make me feel how ecstasy usually does.;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
146055;But it didn't look like ecstasy, and it didn't really make me feel how ecstasy usually does.;2;ecstasy;drug;D018817;['C0115471', 'C0886621']
146062;Could be lithium.;1;lithium;drug;Unknown;[]
146088;Wefound out Keener travels with a dog, we're treating for rickettsia.;1;dog;species;Unknown;[]
146088;Wefound out Keener travels with a dog, we're treating for rickettsia.;2;rickettsia;disease;D012282;['C0035585']
146094;Euthanasia:;1;Euthanasia;disease;Unknown;[]
146103;End-stage lung cancer.;1;End-stage lung cancer;disease;D008175;['C0024121', 'C0242379']
146105;I showed him how to use the morphine pump.;1;morphine;drug;Unknown;[]
146106;I told him too much morphine would kill him, but not to worry.;1;morphine;drug;Unknown;[]
146181;But almost no one has hemochromatosis.;1;hemochromatosis;disease;D006432;['C0018995', 'C0392514']
146183;But it got attributed to bulimia,;1;bulimia;disease;D052018;['C2267227']
146184;With iron.;1;iron;drug;D007505;['C0022092', 'C0701988', 'C0721062', 'C1564587', 'C0719809', 'C0701987', 'C0720403', 'C1564585', 'C0876742', 'C0701985', 'C1564586', 'C0701986']
146186;More blood, more iron, more bleeding, more blood.;1;iron;drug;D007505;['C0022092', 'C0701988', 'C0721062', 'C1564587', 'C0719809', 'C0701987', 'C0720403', 'C1564585', 'C0876742', 'C0701985', 'C1564586', 'C0701986']
146188;Only if we give her high-dose ceftazidime for the vibrio and chelate for the hemochromatosis.;1;ceftazidime;drug;Unknown;[]
146188;Only if we give her high-dose ceftazidime for the vibrio and chelate for the hemochromatosis.;2;hemochromatosis;disease;D006432;['C0018995', 'C0392514']
146290;I'll let Foreman know that the 16-year-old patient with the severe edema can wait.;1;edema;disease;D004487;['C0013604', 'C0151603']
146302;She has allergies, could be anaphylaxis, or some heart condition that we don't...;1;allergies;disease;D006967;['C0020517', 'C1527304']
146302;She has allergies, could be anaphylaxis, or some heart condition that we don't...;2;anaphylaxis;disease;D000707;['C0002792']
146302;She has allergies, could be anaphylaxis, or some heart condition that we don't...;3;heart condition;disease;D006331;['C0018799']
146315;Please, morphine.;1;morphine;drug;Unknown;[]
146325;Chart said her potassium's low.;1;potassium;drug;Unknown;[]
146326;Rhabdo elevates potassium.;1;potassium;drug;Unknown;[]
146327;And the monkey drums.;1;monkey;species;Unknown;[]
146329;...temporary muscle paralysis.;1;muscle paralysis;disease;Unknown;[]
146330;Given this rate of muscle fatigue, there's no way she could have climbed stairs and then a fence to the pool.;1;muscle fatigue;disease;D005221;['C0015672', 'C0086525']
146331;Tests mean, yes, rhabdo.;1;rhabdo;disease;D012206;['C0035410']
146333;We need to know about any drugs or alcohol, anything that might have threatened your health.;1;alcohol;drug;Unknown;[]
146340;And then I found out that Jeffrey Keener was gonna be there.;1;Jeffrey;drug;Unknown;[]
146349;We should do a barium swallow for Mallory-Weiss tears, start her on nutritional supplements, get a psych consult.;1;Mallory-Weiss tears;disease;D008309;['C0024633']
146370;A gas leak, arsenic in the wallpaper, fungus in the shower...;1;arsenic;drug;Unknown;[]
146409;The oncology department is subsidized by drug companies, they don't want it run by a murderer.;1;oncology;disease;Unknown;[]
146417;Roofies OD explains all her symptoms.;1;Roofies OD;disease;Unknown;[]
146436;What happened between you and Keener the night you went up to his room?;1;Keener;drug;Unknown;[]
146437;I figured I must sound like a moron, but he was nice about it.;1;moron;drug;Unknown;[]
146439;He said it was Ecstasy.;1;Ecstasy;disease;Unknown;[]
146440;But it didn't look like Ecstasy.;1;Ecstasy;drug;D018817;['C0115471', 'C0886621']
146441;And it didn't really make me feel how Ecstasy usually does.;1;Ecstasy;drug;D018817;['C0115471', 'C0886621']
146447;Cameron did an online search, found out Keener travels with his dog.;1;dog;species;Unknown;[]
146448;We're treating for Rickettsia.;1;Rickettsia;disease;D012282;['C0035585']
146452;Patient S, 55-year-old man end-stage lung cancer.;1;end-stage lung cancer;disease;D008175;['C0024121', 'C0242379']
146453;I told him too much morphine would kill him, but not to worry, the machine only gives out so much.;1;morphine;drug;Unknown;[]
146475;Your daughter has Vibrio vulnificus, courtesy of a few scrumptious oysters on the half shell.;1;Vibrio vulnificus;species;Unknown;[]
146483;It got attributed to bulimia, so she got supplements.;1;bulimia;disease;D052018;['C2267227']
146484;Only if we give her high-dose ceftazidime for the Vibrio and chelate for the hemochromatosis.;1;ceftazidime;drug;Unknown;[]
146484;Only if we give her high-dose ceftazidime for the Vibrio and chelate for the hemochromatosis.;2;hemochromatosis;disease;D006432;['C0018995', 'C0392514']
146489;You think I was an unhinged loony who was about to go off the rails at a badly-timed bit of news?;1;unhinged loony;disease;Unknown;[]
146540;I'll let Foreman know that the 16-year-old patient with a severe edema can wait.;1;edema;disease;D004487;['C0013604', 'C0151603']
146541;We have to leave in an hour, so... should we eenie-meenie?;1;eenie;drug;Unknown;[]
146541;We have to leave in an hour, so... should we eenie-meenie?;2;meenie;drug;Unknown;[]
146542;The fall would explain the lower leg damage, but not the swollen hands.;1;lower leg damage;disease;D006395;['C0018924']
146547;Could be anaphylaxis or some heart condition that we don't-;1;anaphylaxis;disease;D000707;['C0002792']
146547;Could be anaphylaxis or some heart condition that we don't-;2;heart condition;disease;D006331;['C0018799']
146548;It can't really be any of those things... since it's rhabdo.;1;rhabdo;disease;D012206;['C0035410']
146557;Please... morphine.;1;morphine;drug;Unknown;[]
146561;Rhabdo elevates the potassium, and the monkey drums.;1;potassium;drug;Unknown;[]
146561;Rhabdo elevates the potassium, and the monkey drums.;2;monkey;species;Unknown;[]
146562;Given this rate of muscle fatigue, there's no way she could've climbed stairs and then a fence to the pool.;1;muscle fatigue;disease;D005221;['C0015672', 'C0086525']
146563;Low potassium... means no jump, means no trauma.;1;potassium;drug;Unknown;[]
146563;Low potassium... means no jump, means no trauma.;2;trauma;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
146590;Mr. Keener, I really appreciate you coming.;1;Keener;drug;Unknown;[]
146649;But it didn't look like ecstasy, and it didn't really make me feel;1;ecstasy;drug;D018817;['C0115471', 'C0886621']
146652;Keener travels with his dog- We're treating for rickettsia.;1;dog;species;Unknown;[]
146661;''End-Stage lung cancer.;1;End-Stage lung cancer;disease;D008175;['C0024121', 'C0242379']
146664;''I showed him how to use the morphine pump.;1;morphine;drug;Unknown;[]
146665;''I told him too much morphine would kill him,;1;morphine;drug;Unknown;[]
146690;Only if we give her high-Dose ceftazidime;1;ceftazidime;drug;Unknown;[]
146691;For the vibrio and chelate for the hemochromatosis.;1;hemochromatosis;disease;D006432;['C0018995', 'C0392514']
146723;Three-month-old with fever, incessant drooling,;1;fever;disease;D005334;['C0015967']
146723;Three-month-old with fever, incessant drooling,;2;incessant drooling;disease;D012798;['C0037036', 'C0013132']
146724;And chronic muscle weakness.;1;chronic muscle weakness;disease;D018908;['C0151786']
146738;send a c-reactive protein to look for inflammation;1;c-reactive protein;gene;Unknown;[]
146741;And do an l.p. to rule out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
146757;Jew with megalophallus, photo phobia, and muscle spasm.;1;megalophallus;disease;Unknown;[]
146757;Jew with megalophallus, photo phobia, and muscle spasm.;2;phobia;disease;D010698;['C0349231', 'C0008909', 'C0031570']
146757;Jew with megalophallus, photo phobia, and muscle spasm.;3;muscle spasm;disease;D013035;['C0037763', 'C0235229', 'C0151911']
146761;Tumour, seizure...;1;Tumour;disease;Unknown;[]
146772;Cerebral vasculitis would explain;1;Cerebral vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
146774;Emg and nerve biopsy while you're at it.;1;Emg;drug;Unknown;[]
146799;Which could cause a vasospasm,;1;vasospasm;disease;Unknown;[]
146800;Give steroids,;1;steroids;drug;D013256;['C0038317', 'C0007401']
146804;It could also be a severe vitamin d deficiency.;1;vitamin d deficiency;disease;D014808;['C0042870']
146804;It could also be a severe vitamin d deficiency.;2;vitamin d;drug;Unknown;[]
146806;Became hypoglycaemic, got tetanus and photo phobia.;1;hypoglycaemic;disease;Unknown;[]
146806;Became hypoglycaemic, got tetanus and photo phobia.;2;tetanus;disease;D013742;['C0039614']
146811;And iv vitamins for his severe vitamin d deficiency.;1;vitamins;drug;Unknown;[]
146811;And iv vitamins for his severe vitamin d deficiency.;2;vitamin d deficiency;disease;D014808;['C0042870']
146811;And iv vitamins for his severe vitamin d deficiency.;3;vitamin d;drug;Unknown;[]
146822;just a nosebleed.;1;nosebleed;disease;D004844;['C0014591']
146823;Petechial haemorrhages.;1;Petechial haemorrhages;disease;Unknown;[]
146829;Sounds like sepsis--;1;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
146836;but widespread petechial rash,;1;petechial rash;disease;Unknown;[]
146840;broad-spectrum antibiotics for the meningococcemia.;1;meningococcemia;disease;Unknown;[]
146847;doesn't matter how evil dibala was.;1;dibala;disease;Unknown;[]
146878;Fail to work on meningococcemia?;1;meningococcemia;disease;Unknown;[]
146881;Two decades' worth of corn chips hoovered out of his neck, or a guy who can't stand daylight,;1;corn;species;Unknown;[]
146932;Get married, have two kids, a dog,;1;dog;species;Unknown;[]
146948;It's not meningococcemia.;1;meningococcemia;disease;Unknown;[]
146954;Klatskin tumour obstructing his bile ducts?;1;Klatskin tumour;disease;D018285;['C0206702', 'C4045991']
146957;Sclerosing cholangitis.;1;Sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
146976;Symptoms of Huntington's.;1;Huntington's;disease;D006816;['C0020179', 'C0393574', 'C0751208', 'C0751207']
146989;we don't know how much the sclerosing cholangitis;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
147010;gallstone?;1;gallstone;disease;D002769;['C0008350']
147011;That's not a gall stone.;1;gall stone;disease;D002769;['C0008350']
147012;you have strongyloides, also known as thread worms.;1;thread worms;disease;D017229;['C0086227']
147036;which means it could be a haematological problem plus cardiomyopathy.;1;haematological problem;disease;Unknown;[]
147036;which means it could be a haematological problem plus cardiomyopathy.;2;cardiomyopathy;disease;Unknown;[]
147037;peritoneal carcinomatosis explains the liver failure.;1;peritoneal carcinomatosis;disease;D011553;['C0033822']
147070;hypopituitarism.;1;hypopituitarism;disease;D007018;['C0020635', 'C0242342']
147071;Could cause multi-organ failure if--;1;multi-organ failure;disease;D009102;['C0026766']
147073;I'd say aleukemic leukaemia.;1;aleukemic leukaemia;disease;D007938;['C0023418']
147094;he has extra intestinal crohn's.;1;crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
147097;why there's so much autoimmune disease in the developed world,;1;autoimmune disease;disease;D001327;['C0004364']
147099;the worms were keeping the crohn's in check, teaching his immune system;1;crohn's;disease;D003424;['C0010346', 'C0267380', 'C0156147', 'C0678202', 'C0949272']
147108;Than one of your platinum-blonde plastic surgery patients.;1;platinum;drug;Unknown;[]
147108;Than one of your platinum-blonde plastic surgery patients.;2;plastic surgery;disease;Unknown;[]
147153;A bit of a headache.;1;headache;disease;D006261;['C0018681', 'C0423623', 'C0474366', 'C0028838', 'C0751189', 'C0751186', 'C0751187', 'C0751190', 'C0423618', 'C0877781', 'C0751192']
147154;If you need an ibuprofen--;1;ibuprofen;drug;Unknown;[]
147175;You can barely walk by the rooms where Dibala was treated.;1;Dibala;disease;Unknown;[]
147178;Three-month-old with fever, incessant drooling, and chronic muscle weakness.;1;fever;disease;D005334;['C0015967']
147178;Three-month-old with fever, incessant drooling, and chronic muscle weakness.;2;incessant drooling;disease;D012798;['C0037036', 'C0013132']
147178;Three-month-old with fever, incessant drooling, and chronic muscle weakness.;3;chronic muscle weakness;disease;D018908;['C0151786']
147186;You paged the limpness specialist.;1;limpness;disease;Unknown;[]
147200;Send a C-reactive protein to look for inflammation and an A.N.A. to screen for autoimmune.;1;C-reactive protein;gene;Unknown;[]
147201;The rest of you take a history and do an L.P to rule out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
147207;Any history of alcohol or substance abuse?;1;alcohol or substance abuse;disease;D019966;['C0013146', 'C0740858', 'C0038580', 'C1510472', 'C0013222', 'C0038586', 'C0029231', 'C0013170', 'C0236969', 'C4316881']
147207;Any history of alcohol or substance abuse?;2;alcohol;drug;Unknown;[]
147215;Any history of sexual abuse?;1;sexual abuse;disease;Unknown;[]
147217;Have you ever suffered depression or psychosis?;1;depression;disease;Unknown;[]
147217;Have you ever suffered depression or psychosis?;2;psychosis;disease;D011618;['C0033958', 'C0033975', 'C0036337', 'C0036358']
147226;Looks like tetany.;1;tetany;disease;D013746;['C0037768', 'C0039621', 'C0270224', 'C0917812']
147228;Need some meperidine in here.;1;meperidine;drug;D008614;['C0025376', 'C0012986', 'C0936272', 'C0936270', 'C0023666', 'C0012987', 'C0936271', 'C0936269', 'C0935966', 'C0353148', 'C1130483']
147229;Jew with megalophallus, photophobia, and muscle spasm.;1;megalophallus;disease;Unknown;[]
147229;Jew with megalophallus, photophobia, and muscle spasm.;2;photophobia;disease;D020795;['C0085636']
147229;Jew with megalophallus, photophobia, and muscle spasm.;3;muscle spasm;disease;D013035;['C0037763', 'C0235229', 'C0151911']
147239;We ruled out viral encephalitis.;1;viral encephalitis;disease;D004671;['C0014055', 'C0751098']
147260;Cerebral vasculitis would explain both the eye and arm findings.;1;Cerebral vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
147261;Steroids to treat, brain angiogram to confirm,;1;Steroids;drug;D013256;['C0038317', 'C0007401']
147281;House thinks it's cerebral vasculitis.;1;cerebral vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
147287;You really believe this is cerebral vasculitis?;1;cerebral vasculitis;disease;D020293;['C0751879', 'C0751878', 'C0238051', 'C0018202', 'C0751880', 'C0751881']
147288;House wants to thread a catheter through his brain, which could cause a vasospasm, give steroids, which could spread infection all over the place, because it could be.;1;vasospasm;disease;Unknown;[]
147288;House wants to thread a catheter through his brain, which could cause a vasospasm, give steroids, which could spread infection all over the place, because it could be.;2;steroids;drug;D013256;['C0038317', 'C0007401']
147290;It could also be a severe Vitamin D deficiency.;1;Vitamin D deficiency;disease;D014808;['C0042870']
147290;It could also be a severe Vitamin D deficiency.;2;Vitamin D;drug;Unknown;[]
147291;He eats a restricted diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;1;hypocalcemic;disease;D006996;['C0020598']
147291;He eats a restricted diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;2;tetany;disease;D013746;['C0037768', 'C0039621', 'C0270224', 'C0917812']
147291;He eats a restricted diet, works long hours indoors, became hypocalcemic, got tetany and photophobia.;3;photophobia;disease;D020795;['C0085636']
147298;Right after I take the patient to the phototherapy suite, blast him in ultraviolet light, and IV vitamins for his severe Vitamin D deficiency.;1;Vitamin D deficiency;disease;D014808;['C0042870']
147298;Right after I take the patient to the phototherapy suite, blast him in ultraviolet light, and IV vitamins for his severe Vitamin D deficiency.;2;Vitamin D;drug;Unknown;[]
147315;Just a nosebleed.;1;nosebleed;disease;D004844;['C0014591']
147317;Petechial hemorrhages.;1;Petechial hemorrhages;disease;Unknown;[]
147324;He's not without talent.;1;He;drug;Unknown;[]
147326;Sounds like sepsis-- but isn't.;1;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
147334;Left shift points to bacteremia.;1;bacteremia;disease;D016470;['C0004610']
147337;But, widespread petechial rash, nervous system involvement.;1;petechial rash;disease;Unknown;[]
147337;But, widespread petechial rash, nervous system involvement.;2;nervous system involvement;disease;Unknown;[]
147339;Meningococcemia.;1;Meningococcemia;disease;Unknown;[]
147341;Broad-spectrum antibiotics for the meningococcemia.;1;meningococcemia;disease;Unknown;[]
147343;I guess he finally told you that he ''iced'' Idi Amin Jr.;1;Idi Amin;drug;Unknown;[]
147348;Doesn't matter how evil Dibala was.;1;Dibala;disease;Unknown;[]
147365;Meningococcemia's spread person-to-person.;1;Meningococcemia;disease;Unknown;[]
147383;Mr. Takayama.;1;Takayama;disease;Unknown;[]
147385;But why would broad-spectrum antibiotics fail to work on meningococcemia?;1;meningococcemia;disease;Unknown;[]
147389;A guy who needs two decades' worth of corn chips hoovered out of his neck, or a guy who can't stand daylight, and whose blood won't clot.;1;corn;species;Unknown;[]
147404;And you're an addiction addict.;1;addiction;disease;Unknown;[]
147461;You're apparently shocked by this, which means that you thought that there was some way that we could date, get married, have two kids, a dog, retire to Florida, all without House finding out.;1;dog;species;Unknown;[]
147480;His liver's failing and his abdomen keeps filling with fluid, so-- it's not meningococcemia.;1;meningococcemia;disease;Unknown;[]
147489;Klatskin tumor obstructing his bile ducts?;1;Klatskin tumor;disease;D018285;['C0206702', 'C4045991']
147490;No jaundice.;1;No jaundice;disease;Unknown;[]
147492;but if it's inflammation inside the bile channels, sclerosing cholangitis.;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
147493;could've stopped him from producing clotting proteins, damaged his blood cells, causing small strokes.;1;strokes;disease;D020521;['C0038454', 'C0751956']
147518;What's the best way to restore the liver in someone with sclerosing cholangitis?;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
147523;Which improves balance, which staves off the most debilitating symptoms of Huntington's.;1;Huntington's;disease;D006816;['C0020179', 'C0393574', 'C0751208', 'C0751207']
147542;We don't know how much the sclerosing cholangitis has damaged your liver.;1;sclerosing cholangitis;disease;D015209;['C0008313', 'C0566602']
147572;You have strongyloides, also known as threadworms.;1;strongyloides;disease;Unknown;[]
147572;You have strongyloides, also known as threadworms.;2;threadworms;disease;D017229;['C0086227']
147577;Two mebendazole pills.;1;mebendazole;drug;D008463;['C0025023', 'C1563953', 'C1563943', 'C1563939', 'C1563944', 'C1563940', 'C1563941', 'C1563942', 'C0701989', 'C1563950', 'C1563952', 'C0701991', 'C1563948', 'C1563951', 'C1563947', 'C1563945', 'C0701990', 'C1563946', 'C0699951', 'C1563938']
147611;Suction him and get him on oxygen.;1;oxygen;drug;Unknown;[]
147616;Which means it could be a hematological problem plus cardiomyopathy.;1;hematological problem;disease;D006402;['C0018939']
147616;Which means it could be a hematological problem plus cardiomyopathy.;2;cardiomyopathy;disease;Unknown;[]
147618;What if it's lymphoma?;1;lymphoma;disease;D008223;['C0024299']
147619;Peritoneal carcinomatosis explains the liver failure.;1;Peritoneal carcinomatosis;disease;D011553;['C0033822']
147619;Peritoneal carcinomatosis explains the liver failure.;2;liver failure;disease;D017093;['C0085605']
147621;Lymphoma it is.;1;Lymphoma;disease;D008223;['C0024299']
147663;He's going into cardiac arrest.;1;cardiac arrest;disease;D006323;['C0600228', 'C0018790']
147666;Mebendazole can cause adverse effects, but nothing like this.;1;Mebendazole;drug;D008463;['C0025023', 'C1563953', 'C1563943', 'C1563939', 'C1563944', 'C1563940', 'C1563941', 'C1563942', 'C0701989', 'C1563950', 'C1563952', 'C0701991', 'C1563948', 'C1563951', 'C1563947', 'C1563945', 'C0701990', 'C1563946', 'C0699951', 'C1563938']
147669;Hypopituitarism.;1;Hypopituitarism;disease;D007018;['C0020635', 'C0242342']
147670;Could cause multi-organ failure if-- if his thyroid hormone wasn't completely normal.;1;multi-organ failure;disease;D009102;['C0026766']
147671;Renal cell carcinoma.;1;Renal cell carcinoma;disease;D002292;['C0007134', 'C1266044', 'C0279702', 'C1306837', 'C1266043', 'C1266042']
